"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1072","noun","premier of south australia","premier of south australia",,"""NounPPFrame""","range","domain","1","dbo:governor","dbo:Person","dbo:Person","""0.722315118514615""","dbo:governor","""""""4-gram"""""""
"lexicalEntry-1073","noun","premier of south australia","premier of south australia",,"""NounPPFrame""","domain","range","1","dbo:governor","dbo:Person","dbo:Person","""0.722315118514615""","dbo:governor","""""""4-gram"""""""
"lexicalEntry-1074","noun","australia","australia",,"""NounPPFrame""","range","domain","1","dbo:governor","dbo:Person","dbo:Person","""0.622375914264142""","dbo:governor","""""""1-gram"""""""
"lexicalEntry-1075","noun","australia","australia",,"""NounPPFrame""","domain","range","1","dbo:governor","dbo:Person","dbo:Person","""0.622375914264142""","dbo:governor","""""""1-gram"""""""
"lexicalEntry-1076","noun","south australian","south australian",,"""NounPPFrame""","range","domain","1","dbo:governor","dbo:Person","dbo:Person","""0.556038437485533""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1077","noun","south australian","south australian",,"""NounPPFrame""","domain","range","1","dbo:governor","dbo:Person","dbo:Person","""0.556038437485533""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1078","noun","australia from","australia from",,"""NounPPFrame""","range","domain","1","dbo:governor","dbo:Person","dbo:Person","""0.510753918455249""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1079","noun","australia from","australia from",,"""NounPPFrame""","domain","range","1","dbo:governor","dbo:Person","dbo:Person","""0.510753918455249""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1082","noun","lieutenant governor","lieutenant governor",,"""NounPPFrame""","range","domain","1","dbo:governor","dbo:Person","dbo:Person","""0.493077372992185""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1083","noun","lieutenant governor","lieutenant governor",,"""NounPPFrame""","domain","range","1","dbo:governor","dbo:Person","dbo:Person","""0.493077372992185""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1084","noun","of south","of south",,"""NounPPFrame""","range","domain","1","dbo:governor","dbo:Person","dbo:Person","""0.490716492065718""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1085","noun","of south","of south",,"""NounPPFrame""","domain","range","1","dbo:governor","dbo:Person","dbo:Person","""0.490716492065718""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1086","noun","lieutenant","lieutenant",,"""NounPPFrame""","range","domain","1","dbo:governor","dbo:Person","dbo:Person","""0.473425218717517""","dbo:governor","""""""1-gram"""""""
"lexicalEntry-1087","noun","lieutenant","lieutenant",,"""NounPPFrame""","domain","range","1","dbo:governor","dbo:Person","dbo:Person","""0.473425218717517""","dbo:governor","""""""1-gram"""""""
"lexicalEntry-1088","noun","lieutenant governor of","lieutenant governor of",,"""NounPPFrame""","range","domain","1","dbo:governor","dbo:Person","dbo:Person","""0.457744187853376""","dbo:governor","""""""3-gram"""""""
"lexicalEntry-1089","noun","lieutenant governor of","lieutenant governor of",,"""NounPPFrame""","domain","range","1","dbo:governor","dbo:Person","dbo:Person","""0.457744187853376""","dbo:governor","""""""3-gram"""""""
"lexicalEntry-1090","noun","premier of","premier of",,"""NounPPFrame""","range","domain","1","dbo:governor","dbo:Person","dbo:Person","""0.412837477233712""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1091","noun","premier of","premier of",,"""NounPPFrame""","domain","range","1","dbo:governor","dbo:Person","dbo:Person","""0.412837477233712""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1092","noun","south","south",,"""NounPPFrame""","range","domain","1","dbo:governor","dbo:Person","dbo:Person","""0.404577389939339""","dbo:governor","""""""2-gram"""""""
"lexicalEntry-1093","noun","south","south",,"""NounPPFrame""","domain","range","1","dbo:governor","dbo:Person","dbo:Person","""0.404577389939339""","dbo:governor","""""""2-gram"""""""
