"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2976","noun","county","county",,"""NounPPFrame""","range","domain","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.971030585063536""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2977","noun","county","county",,"""NounPPFrame""","domain","range","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.971030585063536""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2978","noun","place","place",,"""NounPPFrame""","range","domain","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.947263514714843""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2979","noun","place","place",,"""NounPPFrame""","domain","range","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.947263514714843""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2982","noun","populated place","populated place",,"""NounPPFrame""","range","domain","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.944488103174705""","dbo:timeZone","""""""2-gram"""""""
"lexicalEntry-2983","noun","populated place","populated place",,"""NounPPFrame""","domain","range","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.944488103174705""","dbo:timeZone","""""""2-gram"""""""
"lexicalEntry-2988","noun","arizona","arizona",,"""NounPPFrame""","range","domain","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.89364577604355""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2989","noun","arizona","arizona",,"""NounPPFrame""","domain","range","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.89364577604355""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2990","noun","city","city",,"""NounPPFrame""","range","domain","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.890547174376767""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2991","noun","city","city",,"""NounPPFrame""","domain","range","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.890547174376767""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2992","noun","county arizona","county arizona",,"""NounPPFrame""","range","domain","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.883790594179849""","dbo:timeZone","""""""2-gram"""""""
"lexicalEntry-2993","noun","county arizona","county arizona",,"""NounPPFrame""","domain","range","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.883790594179849""","dbo:timeZone","""""""2-gram"""""""
"lexicalEntry-2994","noun","feet","feet",,"""NounPPFrame""","range","domain","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.863749753408029""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2995","noun","feet","feet",,"""NounPPFrame""","domain","range","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.863749753408029""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2996","noun","elevation","elevation",,"""NounPPFrame""","range","domain","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.861726920261874""","dbo:timeZone","""""""1-gram"""""""
"lexicalEntry-2997","noun","elevation","elevation",,"""NounPPFrame""","domain","range","1","dbo:timeZone","dbo:City/dbo:Town","xsd:string","""0.861726920261874""","dbo:timeZone","""""""1-gram"""""""
