"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2091","noun","music","music",,"""NounPPFrame""","range","domain","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.83644418878165""","dbo:musicBy","""""""1-gram"""""""
"lexicalEntry-2092","noun","music","music",,"""NounPPFrame""","domain","range","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.83644418878165""","dbo:musicBy","""""""1-gram"""""""
"lexicalEntry-2093","noun","lyrics","lyrics",,"""NounPPFrame""","range","domain","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.8213560272587""","dbo:musicBy","""""""1-gram"""""""
"lexicalEntry-2094","noun","lyrics","lyrics",,"""NounPPFrame""","domain","range","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.8213560272587""","dbo:musicBy","""""""1-gram"""""""
"lexicalEntry-2095","noun","book","book",,"""NounPPFrame""","range","domain","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.773446918462191""","dbo:musicBy","""""""1-gram"""""""
"lexicalEntry-2096","noun","book","book",,"""NounPPFrame""","domain","range","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.773446918462191""","dbo:musicBy","""""""1-gram"""""""
"lexicalEntry-2097","noun","lyrics by","lyrics by",,"""NounPPFrame""","range","domain","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.759909666117912""","dbo:musicBy","""""""2-gram"""""""
"lexicalEntry-2098","noun","lyrics by","lyrics by",,"""NounPPFrame""","domain","range","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.759909666117912""","dbo:musicBy","""""""2-gram"""""""
"lexicalEntry-2107","noun","book by","book by",,"""NounPPFrame""","range","domain","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.639749023266131""","dbo:musicBy","""""""2-gram"""""""
"lexicalEntry-2108","noun","book by","book by",,"""NounPPFrame""","domain","range","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.639749023266131""","dbo:musicBy","""""""2-gram"""""""
"lexicalEntry-2109","noun","music by","music by",,"""NounPPFrame""","range","domain","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.626227198008467""","dbo:musicBy","""""""2-gram"""""""
"lexicalEntry-2110","noun","music by","music by",,"""NounPPFrame""","domain","range","1","dbo:musicBy","dbo:Person","dbo:Musical","""0.626227198008467""","dbo:musicBy","""""""2-gram"""""""
