"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-3368","noun","story","story",,"""NounPPFrame""","range","domain","1","dbo:author","dbo:Book","dbo:Person","""0.927866938384532""","dbo:author","""""""1-gram"""""""
"lexicalEntry-3369","noun","story","story",,"""NounPPFrame""","domain","range","1","dbo:author","dbo:Book","dbo:Person","""0.927866938384532""","dbo:author","""""""1-gram"""""""
"lexicalEntry-3370","noun","play","play",,"""NounPPFrame""","range","domain","1","dbo:author","dbo:Book","dbo:Person","""0.918121926269134""","dbo:author","""""""1-gram"""""""
"lexicalEntry-3371","noun","play","play",,"""NounPPFrame""","domain","range","1","dbo:author","dbo:Book","dbo:Person","""0.918121926269134""","dbo:author","""""""1-gram"""""""
"lexicalEntry-3376","noun","short story","short story",,"""NounPPFrame""","range","domain","1","dbo:author","dbo:Book","dbo:Person","""0.867474696364827""","dbo:author","""""""2-gram"""""""
"lexicalEntry-3377","noun","short story","short story",,"""NounPPFrame""","domain","range","1","dbo:author","dbo:Book","dbo:Person","""0.867474696364827""","dbo:author","""""""2-gram"""""""
"lexicalEntry-3380","noun","story by","story by",,"""NounPPFrame""","range","domain","1","dbo:author","dbo:Book","dbo:Person","""0.8367540364478""","dbo:author","""""""2-gram"""""""
"lexicalEntry-3381","noun","story by","story by",,"""NounPPFrame""","domain","range","1","dbo:author","dbo:Book","dbo:Person","""0.8367540364478""","dbo:author","""""""2-gram"""""""
"lexicalEntry-3382","noun","short story by","short story by",,"""NounPPFrame""","range","domain","1","dbo:author","dbo:Book","dbo:Person","""0.811559336860391""","dbo:author","""""""3-gram"""""""
"lexicalEntry-3383","noun","short story by","short story by",,"""NounPPFrame""","domain","range","1","dbo:author","dbo:Book","dbo:Person","""0.811559336860391""","dbo:author","""""""3-gram"""""""
"lexicalEntry-3386","noun","music","music",,"""NounPPFrame""","range","domain","1","dbo:author","dbo:Book","dbo:Person","""0.803690791004401""","dbo:author","""""""1-gram"""""""
"lexicalEntry-3387","noun","music","music",,"""NounPPFrame""","domain","range","1","dbo:author","dbo:Book","dbo:Person","""0.803690791004401""","dbo:author","""""""1-gram"""""""
"lexicalEntry-3388","noun","book","book",,"""NounPPFrame""","range","domain","1","dbo:author","dbo:Book","dbo:Person","""0.791345472700642""","dbo:author","""""""1-gram"""""""
"lexicalEntry-3389","noun","book","book",,"""NounPPFrame""","domain","range","1","dbo:author","dbo:Book","dbo:Person","""0.791345472700642""","dbo:author","""""""1-gram"""""""
