"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-3578","noun","voice","voice",,"""NounPPFrame""","range","domain","1","dbo:birthYear","dbo:Person","xsd:date","""0.827031023037617""","dbo:birthYear","""""""1-gram"""""""
"lexicalEntry-3579","noun","voice","voice",,"""NounPPFrame""","domain","range","1","dbo:birthYear","dbo:Person","xsd:date","""0.827031023037617""","dbo:birthYear","""""""1-gram"""""""
"lexicalEntry-3584","noun","philosopher","philosopher",,"""NounPPFrame""","range","domain","1","dbo:birthYear","dbo:Person","xsd:date","""0.792850709496146""","dbo:birthYear","""""""1-gram"""""""
"lexicalEntry-3585","noun","philosopher","philosopher",,"""NounPPFrame""","domain","range","1","dbo:birthYear","dbo:Person","xsd:date","""0.792850709496146""","dbo:birthYear","""""""1-gram"""""""
"lexicalEntry-3590","noun","japanese voice","japanese voice",,"""NounPPFrame""","range","domain","1","dbo:birthYear","dbo:Person","xsd:date","""0.686366367768977""","dbo:birthYear","""""""2-gram"""""""
"lexicalEntry-3591","noun","japanese voice","japanese voice",,"""NounPPFrame""","domain","range","1","dbo:birthYear","dbo:Person","xsd:date","""0.686366367768977""","dbo:birthYear","""""""2-gram"""""""
"lexicalEntry-3594","noun","american","american",,"""NounPPFrame""","range","domain","1","dbo:birthYear","dbo:Person","xsd:date","""0.6785996587614""","dbo:birthYear","""""""3-gram"""""""
"lexicalEntry-3595","noun","american","american",,"""NounPPFrame""","domain","range","1","dbo:birthYear","dbo:Person","xsd:date","""0.6785996587614""","dbo:birthYear","""""""3-gram"""""""
"lexicalEntry-3598","noun","actress","actress",,"""NounPPFrame""","range","domain","1","dbo:birthYear","dbo:Person","xsd:date","""0.676582395838435""","dbo:birthYear","""""""1-gram"""""""
"lexicalEntry-3599","noun","actress","actress",,"""NounPPFrame""","domain","range","1","dbo:birthYear","dbo:Person","xsd:date","""0.676582395838435""","dbo:birthYear","""""""1-gram"""""""
