"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2112","noun","film","film",,"""NounPPFrame""","range","domain","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.703914252629489""","dbo:musicComposer","""""""1-gram"""""""
"lexicalEntry-2113","noun","film","film",,"""NounPPFrame""","domain","range","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.703914252629489""","dbo:musicComposer","""""""1-gram"""""""
"lexicalEntry-2118","noun","series","series",,"""NounPPFrame""","range","domain","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.649302802542706""","dbo:musicComposer","""""""1-gram"""""""
"lexicalEntry-2119","noun","series","series",,"""NounPPFrame""","domain","range","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.649302802542706""","dbo:musicComposer","""""""1-gram"""""""
"lexicalEntry-2120","noun","anime","anime",,"""NounPPFrame""","range","domain","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.624501500274299""","dbo:musicComposer","""""""1-gram"""""""
"lexicalEntry-2121","noun","anime","anime",,"""NounPPFrame""","domain","range","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.624501500274299""","dbo:musicComposer","""""""1-gram"""""""
"lexicalEntry-2124","noun","film directed","film directed",,"""NounPPFrame""","range","domain","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.553623303393452""","dbo:musicComposer","""""""2-gram"""""""
"lexicalEntry-2125","noun","film directed","film directed",,"""NounPPFrame""","domain","range","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.553623303393452""","dbo:musicComposer","""""""2-gram"""""""
"lexicalEntry-2126","noun","film directed by","film directed by",,"""NounPPFrame""","range","domain","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.540872072557893""","dbo:musicComposer","""""""3-gram"""""""
"lexicalEntry-2127","noun","film directed by","film directed by",,"""NounPPFrame""","domain","range","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.540872072557893""","dbo:musicComposer","""""""3-gram"""""""
"lexicalEntry-2128","noun","the film","the film",,"""NounPPFrame""","range","domain","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.510796659948962""","dbo:musicComposer","""""""2-gram"""""""
"lexicalEntry-2129","noun","the film","the film",,"""NounPPFrame""","domain","range","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.510796659948962""","dbo:musicComposer","""""""2-gram"""""""
"lexicalEntry-2130","noun","television","television",,"""NounPPFrame""","range","domain","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.49457877592174""","dbo:musicComposer","""""""1-gram"""""""
"lexicalEntry-2131","noun","television","television",,"""NounPPFrame""","domain","range","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.49457877592174""","dbo:musicComposer","""""""1-gram"""""""
