"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-3532","noun","hockey","hockey",,"""NounPPFrame""","range","domain","1","dbo:birthPlace","dbo:Person","dbo:City","""0.982390234279402""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3533","noun","hockey","hockey",,"""NounPPFrame""","domain","range","1","dbo:birthPlace","dbo:Person","dbo:City","""0.982390234279402""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3534","noun","ice hockey","ice hockey",,"""NounPPFrame""","range","domain","1","dbo:birthPlace","dbo:Person","dbo:City","""0.973445180799196""","dbo:birthPlace","""""""2-gram"""""""
"lexicalEntry-3535","noun","ice hockey","ice hockey",,"""NounPPFrame""","domain","range","1","dbo:birthPlace","dbo:Person","dbo:City","""0.973445180799196""","dbo:birthPlace","""""""2-gram"""""""
"lexicalEntry-3538","noun","player","player",,"""NounPPFrame""","range","domain","1","dbo:birthPlace","dbo:Person","dbo:City","""0.971198282492581""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3539","noun","player","player",,"""NounPPFrame""","domain","range","1","dbo:birthPlace","dbo:Person","dbo:City","""0.971198282492581""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3540","noun","squash","squash",,"""NounPPFrame""","range","domain","1","dbo:birthPlace","dbo:Person","dbo:City","""0.970629519933192""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3541","noun","squash","squash",,"""NounPPFrame""","domain","range","1","dbo:birthPlace","dbo:Person","dbo:City","""0.970629519933192""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3542","noun","squash player","squash player",,"""NounPPFrame""","range","domain","1","dbo:birthPlace","dbo:Person","dbo:City","""0.969774918581486""","dbo:birthPlace","""""""2-gram"""""""
"lexicalEntry-3543","noun","squash player","squash player",,"""NounPPFrame""","domain","range","1","dbo:birthPlace","dbo:Person","dbo:City","""0.969774918581486""","dbo:birthPlace","""""""2-gram"""""""
"lexicalEntry-3546","noun","darts","darts",,"""NounPPFrame""","range","domain","1","dbo:birthPlace","dbo:Person","dbo:City","""0.965131245455007""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3547","noun","darts","darts",,"""NounPPFrame""","domain","range","1","dbo:birthPlace","dbo:Person","dbo:City","""0.965131245455007""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3548","noun","darts player","darts player",,"""NounPPFrame""","range","domain","1","dbo:birthPlace","dbo:Person","dbo:City","""0.964434870500857""","dbo:birthPlace","""""""2-gram"""""""
"lexicalEntry-3549","noun","darts player","darts player",,"""NounPPFrame""","domain","range","1","dbo:birthPlace","dbo:Person","dbo:City","""0.964434870500857""","dbo:birthPlace","""""""2-gram"""""""
"lexicalEntry-3550","noun","wrestler","wrestler",,"""NounPPFrame""","range","domain","1","dbo:birthPlace","dbo:Person","dbo:City","""0.959483601057886""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3551","noun","wrestler","wrestler",,"""NounPPFrame""","domain","range","1","dbo:birthPlace","dbo:Person","dbo:City","""0.959483601057886""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3552","noun","sumo","sumo",,"""NounPPFrame""","range","domain","1","dbo:birthPlace","dbo:Person","dbo:City","""0.957517446137685""","dbo:birthPlace","""""""1-gram"""""""
"lexicalEntry-3553","noun","sumo","sumo",,"""NounPPFrame""","domain","range","1","dbo:birthPlace","dbo:Person","dbo:City","""0.957517446137685""","dbo:birthPlace","""""""1-gram"""""""
