"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-806","noun","country in","country in",,"""NounPPFrame""","range","domain","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.513783090392302""","dbo:ethnicGroup","""""""2-gram"""""""
"lexicalEntry-807","noun","country in","country in",,"""NounPPFrame""","domain","range","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.513783090392302""","dbo:ethnicGroup","""""""2-gram"""""""
"lexicalEntry-808","noun","country","country",,"""NounPPFrame""","range","domain","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.505193667248054""","dbo:ethnicGroup","""""""1-gram"""""""
"lexicalEntry-809","noun","country","country",,"""NounPPFrame""","domain","range","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.505193667248054""","dbo:ethnicGroup","""""""1-gram"""""""
"lexicalEntry-812","noun","officially republic","officially republic",,"""NounPPFrame""","range","domain","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.463259377021906""","dbo:ethnicGroup","""""""3-gram"""""""
"lexicalEntry-813","noun","officially republic","officially republic",,"""NounPPFrame""","domain","range","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.463259377021906""","dbo:ethnicGroup","""""""3-gram"""""""
"lexicalEntry-820","noun","sq mi","sq mi",,"""NounPPFrame""","range","domain","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.401747301406966""","dbo:ethnicGroup","""""""2-gram"""""""
"lexicalEntry-821","noun","sq mi","sq mi",,"""NounPPFrame""","domain","range","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.401747301406966""","dbo:ethnicGroup","""""""2-gram"""""""
"lexicalEntry-824","noun","capital largest","capital largest",,"""NounPPFrame""","range","domain","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.381385035698237""","dbo:ethnicGroup","""""""3-gram"""""""
"lexicalEntry-825","noun","capital largest","capital largest",,"""NounPPFrame""","domain","range","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.381385035698237""","dbo:ethnicGroup","""""""3-gram"""""""
"lexicalEntry-826","noun","largest city","largest city",,"""NounPPFrame""","range","domain","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.380435133760734""","dbo:ethnicGroup","""""""2-gram"""""""
"lexicalEntry-827","noun","largest city","largest city",,"""NounPPFrame""","domain","range","1","dbo:ethnicGroup","dbo:EthnicGroup","dbo:Country","""0.380435133760734""","dbo:ethnicGroup","""""""2-gram"""""""
