"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-3998","noun","cartoon","cartoon",,"""NounPPFrame""","range","domain","1","dbo:producer","dbo:Film","dbo:Company","""0.805069890349668""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-3999","noun","cartoon","cartoon",,"""NounPPFrame""","domain","range","1","dbo:producer","dbo:Film","dbo:Company","""0.805069890349668""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4002","noun","song","song",,"""NounPPFrame""","range","domain","1","dbo:producer","dbo:Film","dbo:Company","""0.771869186900665""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4003","noun","song","song",,"""NounPPFrame""","domain","range","1","dbo:producer","dbo:Film","dbo:Company","""0.771869186900665""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4004","noun","soap","soap",,"""NounPPFrame""","range","domain","1","dbo:producer","dbo:Film","dbo:Company","""0.759606359964881""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4005","noun","soap","soap",,"""NounPPFrame""","domain","range","1","dbo:producer","dbo:Film","dbo:Company","""0.759606359964881""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4006","noun","soap opera","soap opera",,"""NounPPFrame""","range","domain","1","dbo:producer","dbo:Film","dbo:Company","""0.758622437618169""","dbo:producer","""""""2-gram"""""""
"lexicalEntry-4007","noun","soap opera","soap opera",,"""NounPPFrame""","domain","range","1","dbo:producer","dbo:Film","dbo:Company","""0.758622437618169""","dbo:producer","""""""2-gram"""""""
"lexicalEntry-4008","noun","opera","opera",,"""NounPPFrame""","range","domain","1","dbo:producer","dbo:Film","dbo:Company","""0.758276113729946""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4009","noun","opera","opera",,"""NounPPFrame""","domain","range","1","dbo:producer","dbo:Film","dbo:Company","""0.758276113729946""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4010","noun","album","album",,"""NounPPFrame""","range","domain","1","dbo:producer","dbo:Film","dbo:Company","""0.747511603635219""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4011","noun","album","album",,"""NounPPFrame""","domain","range","1","dbo:producer","dbo:Film","dbo:Company","""0.747511603635219""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4014","noun","film","film",,"""NounPPFrame""","range","domain","1","dbo:producer","dbo:Film","dbo:Company","""0.727770889242818""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4015","noun","film","film",,"""NounPPFrame""","domain","range","1","dbo:producer","dbo:Film","dbo:Company","""0.727770889242818""","dbo:producer","""""""1-gram"""""""
