"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-3486","noun","army","army",,"""NounPPFrame""","range","domain","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.616179523823994""","dbo:battle","""""""1-gram"""""""
"lexicalEntry-3487","noun","army","army",,"""NounPPFrame""","domain","range","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.616179523823994""","dbo:battle","""""""1-gram"""""""
"lexicalEntry-3490","noun","officer","officer",,"""NounPPFrame""","range","domain","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.54436007632915""","dbo:battle","""""""1-gram"""""""
"lexicalEntry-3491","noun","officer","officer",,"""NounPPFrame""","domain","range","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.54436007632915""","dbo:battle","""""""1-gram"""""""
"lexicalEntry-3492","noun","world","world",,"""NounPPFrame""","range","domain","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.523941924310238""","dbo:battle","""""""1-gram"""""""
"lexicalEntry-3493","noun","world","world",,"""NounPPFrame""","domain","range","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.523941924310238""","dbo:battle","""""""1-gram"""""""
"lexicalEntry-3494","noun","world war","world war",,"""NounPPFrame""","range","domain","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.520520509661915""","dbo:battle","""""""2-gram"""""""
"lexicalEntry-3495","noun","world war","world war",,"""NounPPFrame""","domain","range","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.520520509661915""","dbo:battle","""""""2-gram"""""""
"lexicalEntry-3500","noun","united","united",,"""NounPPFrame""","range","domain","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.442605580098021""","dbo:battle","""""""1-gram"""""""
"lexicalEntry-3501","noun","united","united",,"""NounPPFrame""","domain","range","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.442605580098021""","dbo:battle","""""""1-gram"""""""
"lexicalEntry-3502","noun","states","states",,"""NounPPFrame""","range","domain","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.440252386833192""","dbo:battle","""""""1-gram"""""""
"lexicalEntry-3503","noun","states","states",,"""NounPPFrame""","domain","range","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.440252386833192""","dbo:battle","""""""1-gram"""""""
"lexicalEntry-3506","noun","united states","united states",,"""NounPPFrame""","range","domain","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.431096840318675""","dbo:battle","""""""2-gram"""""""
"lexicalEntry-3507","noun","united states","united states",,"""NounPPFrame""","domain","range","1","dbo:battle","dbo:MilitaryPerson","dbo:MilitaryConflict","""0.431096840318675""","dbo:battle","""""""2-gram"""""""
