"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1210","noun","california","california",,"""NounPPFrame""","range","domain","1","dbo:country","dbo:City","dbo:Country","""0.972087510690456""","dbo:country","""""""1-gram"""""""
"lexicalEntry-1211","noun","california","california",,"""NounPPFrame""","domain","range","1","dbo:country","dbo:City","dbo:Country","""0.972087510690456""","dbo:country","""""""1-gram"""""""
"lexicalEntry-1212","noun","rower","rower",,"""NounPPFrame""","range","domain","1","dbo:country","dbo:City","dbo:Country","""0.967013186992191""","dbo:country","""""""1-gram"""""""
"lexicalEntry-1213","noun","rower","rower",,"""NounPPFrame""","domain","range","1","dbo:country","dbo:City","dbo:Country","""0.967013186992191""","dbo:country","""""""1-gram"""""""
"lexicalEntry-1216","noun","provincial park","provincial park",,"""NounPPFrame""","range","domain","1","dbo:country","dbo:City","dbo:Country","""0.958177898089538""","dbo:country","""""""2-gram"""""""
"lexicalEntry-1217","noun","provincial park","provincial park",,"""NounPPFrame""","domain","range","1","dbo:country","dbo:City","dbo:Country","""0.958177898089538""","dbo:country","""""""2-gram"""""""
"lexicalEntry-1222","noun","village","village",,"""NounPPFrame""","range","domain","1","dbo:country","dbo:City","dbo:Country","""0.950065946515417""","dbo:country","""""""1-gram"""""""
"lexicalEntry-1223","noun","village","village",,"""NounPPFrame""","domain","range","1","dbo:country","dbo:City","dbo:Country","""0.950065946515417""","dbo:country","""""""1-gram"""""""
"lexicalEntry-1224","noun","british columbia","british columbia",,"""NounPPFrame""","range","domain","1","dbo:country","dbo:City","dbo:Country","""0.949392082248144""","dbo:country","""""""2-gram"""""""
"lexicalEntry-1225","noun","british columbia","british columbia",,"""NounPPFrame""","domain","range","1","dbo:country","dbo:City","dbo:Country","""0.949392082248144""","dbo:country","""""""2-gram"""""""
"lexicalEntry-1228","noun","british columbia canada","british columbia canada",,"""NounPPFrame""","range","domain","1","dbo:country","dbo:City","dbo:Country","""0.948733350233376""","dbo:country","""""""3-gram"""""""
"lexicalEntry-1229","noun","british columbia canada","british columbia canada",,"""NounPPFrame""","domain","range","1","dbo:country","dbo:City","dbo:Country","""0.948733350233376""","dbo:country","""""""3-gram"""""""
"lexicalEntry-1230","noun","provincial park in","provincial park in",,"""NounPPFrame""","range","domain","1","dbo:country","dbo:City","dbo:Country","""0.945582399634515""","dbo:country","""""""3-gram"""""""
"lexicalEntry-1231","noun","provincial park in","provincial park in",,"""NounPPFrame""","domain","range","1","dbo:country","dbo:City","dbo:Country","""0.945582399634515""","dbo:country","""""""3-gram"""""""
