"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1896","noun","provincial park","provincial park",,"""NounPPFrame""","range","domain","1","dbo:locatedInArea","dbo:Mountain","dbo:Country","""0.959424320211449""","dbo:locatedInArea","""""""2-gram"""""""
"lexicalEntry-1897","noun","provincial park","provincial park",,"""NounPPFrame""","domain","range","1","dbo:locatedInArea","dbo:Mountain","dbo:Country","""0.959424320211449""","dbo:locatedInArea","""""""2-gram"""""""
"lexicalEntry-1902","noun","british columbia","british columbia",,"""NounPPFrame""","range","domain","1","dbo:locatedInArea","dbo:Mountain","dbo:Country","""0.953499060680414""","dbo:locatedInArea","""""""2-gram"""""""
"lexicalEntry-1903","noun","british columbia","british columbia",,"""NounPPFrame""","domain","range","1","dbo:locatedInArea","dbo:Mountain","dbo:Country","""0.953499060680414""","dbo:locatedInArea","""""""2-gram"""""""
"lexicalEntry-1904","noun","columbia canada","columbia canada",,"""NounPPFrame""","range","domain","1","dbo:locatedInArea","dbo:Mountain","dbo:Country","""0.952837479054587""","dbo:locatedInArea","""""""2-gram"""""""
"lexicalEntry-1905","noun","columbia canada","columbia canada",,"""NounPPFrame""","domain","range","1","dbo:locatedInArea","dbo:Mountain","dbo:Country","""0.952837479054587""","dbo:locatedInArea","""""""2-gram"""""""
"lexicalEntry-1908","noun","provincial park in","provincial park in",,"""NounPPFrame""","range","domain","1","dbo:locatedInArea","dbo:Mountain","dbo:Country","""0.949672897747831""","dbo:locatedInArea","""""""3-gram"""""""
"lexicalEntry-1909","noun","provincial park in","provincial park in",,"""NounPPFrame""","domain","range","1","dbo:locatedInArea","dbo:Mountain","dbo:Country","""0.949672897747831""","dbo:locatedInArea","""""""3-gram"""""""
"lexicalEntry-1910","noun","in british","in british",,"""NounPPFrame""","range","domain","1","dbo:locatedInArea","dbo:Mountain","dbo:Country","""0.946591819260509""","dbo:locatedInArea","""""""2-gram"""""""
"lexicalEntry-1911","noun","in british","in british",,"""NounPPFrame""","domain","range","1","dbo:locatedInArea","dbo:Mountain","dbo:Country","""0.946591819260509""","dbo:locatedInArea","""""""2-gram"""""""
