"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-371","noun","killer","killer",,"""NounPPFrame""","range","domain","1","dbo:deathCause","dbo:Person","owl:Thing","""0.448057758777405""","dbo:deathCause","""""""1-gram"""""""
"lexicalEntry-372","noun","killer","killer",,"""NounPPFrame""","domain","range","1","dbo:deathCause","dbo:Person","owl:Thing","""0.448057758777405""","dbo:deathCause","""""""1-gram"""""""
"lexicalEntry-373","noun","serial killer","serial killer",,"""NounPPFrame""","range","domain","1","dbo:deathCause","dbo:Person","owl:Thing","""0.447212101259074""","dbo:deathCause","""""""2-gram"""""""
"lexicalEntry-374","noun","serial killer","serial killer",,"""NounPPFrame""","domain","range","1","dbo:deathCause","dbo:Person","owl:Thing","""0.447212101259074""","dbo:deathCause","""""""2-gram"""""""
"lexicalEntry-375","noun","serial","serial",,"""NounPPFrame""","range","domain","1","dbo:deathCause","dbo:Person","owl:Thing","""0.446339276783928""","dbo:deathCause","""""""1-gram"""""""
"lexicalEntry-376","noun","serial","serial",,"""NounPPFrame""","domain","range","1","dbo:deathCause","dbo:Person","owl:Thing","""0.446339276783928""","dbo:deathCause","""""""1-gram"""""""
"lexicalEntry-377","noun","american professional","american professional",,"""NounPPFrame""","range","domain","1","dbo:deathCause","dbo:Person","owl:Thing","""0.430475556683166""","dbo:deathCause","""""""4-gram"""""""
"lexicalEntry-378","noun","american professional","american professional",,"""NounPPFrame""","domain","range","1","dbo:deathCause","dbo:Person","owl:Thing","""0.430475556683166""","dbo:deathCause","""""""4-gram"""""""
"lexicalEntry-379","noun","american professional wrestler","american professional wrestler",,"""NounPPFrame""","range","domain","1","dbo:deathCause","dbo:Person","owl:Thing","""0.430089394799802""","dbo:deathCause","""""""5-gram"""""""
"lexicalEntry-380","noun","american professional wrestler","american professional wrestler",,"""NounPPFrame""","domain","range","1","dbo:deathCause","dbo:Person","owl:Thing","""0.430089394799802""","dbo:deathCause","""""""5-gram"""""""
"lexicalEntry-381","noun","american","american",,"""NounPPFrame""","range","domain","1","dbo:deathCause","dbo:Person","owl:Thing","""0.427086170933452""","dbo:deathCause","""""""3-gram"""""""
"lexicalEntry-382","noun","american","american",,"""NounPPFrame""","domain","range","1","dbo:deathCause","dbo:Person","owl:Thing","""0.427086170933452""","dbo:deathCause","""""""3-gram"""""""
"lexicalEntry-385","noun","american serial","american serial",,"""NounPPFrame""","range","domain","1","dbo:deathCause","dbo:Person","owl:Thing","""0.281718084909506""","dbo:deathCause","""""""4-gram"""""""
"lexicalEntry-386","noun","american serial","american serial",,"""NounPPFrame""","domain","range","1","dbo:deathCause","dbo:Person","owl:Thing","""0.281718084909506""","dbo:deathCause","""""""4-gram"""""""
