"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2657","noun","of columbus","of columbus",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.540061724867322""","dbo:restingPlace","""""""2-gram"""""""
"lexicalEntry-2658","noun","of columbus","of columbus",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.540061724867322""","dbo:restingPlace","""""""2-gram"""""""
"lexicalEntry-2659","noun","columbus ohio","columbus ohio",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.480384461415261""","dbo:restingPlace","""""""2-gram"""""""
"lexicalEntry-2660","noun","columbus ohio","columbus ohio",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.480384461415261""","dbo:restingPlace","""""""2-gram"""""""
"lexicalEntry-2661","noun","states","states",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.447586102438997""","dbo:restingPlace","""""""1-gram"""""""
"lexicalEntry-2662","noun","states","states",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.447586102438997""","dbo:restingPlace","""""""1-gram"""""""
"lexicalEntry-2663","noun","united states","united states",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.436184740617544""","dbo:restingPlace","""""""2-gram"""""""
"lexicalEntry-2664","noun","united states","united states",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.436184740617544""","dbo:restingPlace","""""""2-gram"""""""
"lexicalEntry-2665","noun","united","united",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.435348648753783""","dbo:restingPlace","""""""1-gram"""""""
"lexicalEntry-2666","noun","united","united",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.435348648753783""","dbo:restingPlace","""""""1-gram"""""""
"lexicalEntry-2667","noun","american","american",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.4069371567227""","dbo:restingPlace","""""""1-gram"""""""
"lexicalEntry-2668","noun","american","american",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.4069371567227""","dbo:restingPlace","""""""1-gram"""""""
"lexicalEntry-2669","noun","medal of","medal of",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.401569475869807""","dbo:restingPlace","""""""2-gram"""""""
"lexicalEntry-2670","noun","medal of","medal of",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.401569475869807""","dbo:restingPlace","""""""2-gram"""""""
"lexicalEntry-2671","noun","medal","medal",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.390557742278203""","dbo:restingPlace","""""""1-gram"""""""
"lexicalEntry-2672","noun","medal","medal",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.390557742278203""","dbo:restingPlace","""""""1-gram"""""""
"lexicalEntry-2673","noun","american civil","american civil",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.377540760758038""","dbo:restingPlace","""""""2-gram"""""""
"lexicalEntry-2674","noun","american civil","american civil",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.377540760758038""","dbo:restingPlace","""""""2-gram"""""""
"lexicalEntry-2675","noun","american civil war","american civil war",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.377044328740302""","dbo:restingPlace","""""""3-gram"""""""
"lexicalEntry-2676","noun","american civil war","american civil war",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.377044328740302""","dbo:restingPlace","""""""3-gram"""""""
"lexicalEntry-2677","noun","army","army",,"""NounPPFrame""","range","domain","1","dbo:restingPlace","dbo:Person","dbo:City","""0.374663262267615""","dbo:restingPlace","""""""1-gram"""""""
"lexicalEntry-2678","noun","army","army",,"""NounPPFrame""","domain","range","1","dbo:restingPlace","dbo:Person","dbo:City","""0.374663262267615""","dbo:restingPlace","""""""1-gram"""""""
