"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-911","noun","label","label",,"""NounPPFrame""","range","domain","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.635526737228792""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-912","noun","label","label",,"""NounPPFrame""","domain","range","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.635526737228792""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-913","noun","record","record",,"""NounPPFrame""","range","domain","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.619493950052708""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-914","noun","record","record",,"""NounPPFrame""","domain","range","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.619493950052708""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-915","noun","record label","record label",,"""NounPPFrame""","range","domain","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.597887756285599""","dbo:foundedBy","""""""2-gram"""""""
"lexicalEntry-916","noun","record label","record label",,"""NounPPFrame""","domain","range","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.597887756285599""","dbo:foundedBy","""""""2-gram"""""""
"lexicalEntry-917","noun","records","records",,"""NounPPFrame""","range","domain","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.539156317460113""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-918","noun","records","records",,"""NounPPFrame""","domain","range","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.539156317460113""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-921","noun","firm","firm",,"""NounPPFrame""","range","domain","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.421926507844646""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-922","noun","firm","firm",,"""NounPPFrame""","domain","range","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.421926507844646""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-923","noun","law firm","law firm",,"""NounPPFrame""","range","domain","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.421126077419555""","dbo:foundedBy","""""""2-gram"""""""
"lexicalEntry-924","noun","law firm","law firm",,"""NounPPFrame""","domain","range","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.421126077419555""","dbo:foundedBy","""""""2-gram"""""""
"lexicalEntry-927","noun","doordarshan","doordarshan",,"""NounPPFrame""","range","domain","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.399386031871406""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-928","noun","doordarshan","doordarshan",,"""NounPPFrame""","domain","range","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.399386031871406""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-929","noun","label founded","label founded",,"""NounPPFrame""","range","domain","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.397225338724094""","dbo:foundedBy","""""""2-gram"""""""
"lexicalEntry-930","noun","label founded","label founded",,"""NounPPFrame""","domain","range","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.397225338724094""","dbo:foundedBy","""""""2-gram"""""""
"lexicalEntry-931","noun","music","music",,"""NounPPFrame""","range","domain","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.396533121829998""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-932","noun","music","music",,"""NounPPFrame""","domain","range","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.396533121829998""","dbo:foundedBy","""""""1-gram"""""""
