"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-4543","noun","big hero 6","big hero 6",,"""NounPPFrame""","range","domain","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.925820099772551""","dbo:series","""""""3-gram"""""""
"lexicalEntry-4544","noun","big hero 6","big hero 6",,"""NounPPFrame""","domain","range","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.925820099772551""","dbo:series","""""""3-gram"""""""
"lexicalEntry-4545","noun","character","character",,"""NounPPFrame""","range","domain","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.802908550978256""","dbo:series","""""""1-gram"""""""
"lexicalEntry-4546","noun","character","character",,"""NounPPFrame""","domain","range","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.802908550978256""","dbo:series","""""""1-gram"""""""
"lexicalEntry-4553","noun","fictional character","fictional character",,"""NounPPFrame""","range","domain","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.724270423794913""","dbo:series","""""""2-gram"""""""
"lexicalEntry-4554","noun","fictional character","fictional character",,"""NounPPFrame""","domain","range","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.724270423794913""","dbo:series","""""""2-gram"""""""
"lexicalEntry-4559","noun","season","season",,"""NounPPFrame""","range","domain","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.715667936531075""","dbo:series","""""""1-gram"""""""
"lexicalEntry-4560","noun","season","season",,"""NounPPFrame""","domain","range","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.715667936531075""","dbo:series","""""""1-gram"""""""
"lexicalEntry-4561","noun","series","series",,"""NounPPFrame""","range","domain","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.699082740759234""","dbo:series","""""""1-gram"""""""
"lexicalEntry-4562","noun","series","series",,"""NounPPFrame""","domain","range","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.699082740759234""","dbo:series","""""""1-gram"""""""
"lexicalEntry-4563","noun","hero","hero",,"""NounPPFrame""","range","domain","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.628970902033151""","dbo:series","""""""1-gram"""""""
"lexicalEntry-4564","noun","hero","hero",,"""NounPPFrame""","domain","range","1","dbo:series","dbo:Book","dbo:TelevisionShow","""0.628970902033151""","dbo:series","""""""1-gram"""""""
