"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-660","noun","asteroid","asteroid",,"""NounPPFrame""","range","domain","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.868285146105846""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-661","noun","asteroid","asteroid",,"""NounPPFrame""","domain","range","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.868285146105846""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-666","noun","designation","designation",,"""NounPPFrame""","range","domain","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.820085770396537""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-667","noun","designation","designation",,"""NounPPFrame""","domain","range","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.820085770396537""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-668","noun","diameter","diameter",,"""NounPPFrame""","range","domain","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.812897681264955""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-669","noun","diameter","diameter",,"""NounPPFrame""","domain","range","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.812897681264955""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-670","noun","in diameter","in diameter",,"""NounPPFrame""","range","domain","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.790159927163147""","dbo:discoverer","""""""2-gram"""""""
"lexicalEntry-671","noun","in diameter","in diameter",,"""NounPPFrame""","domain","range","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.790159927163147""","dbo:discoverer","""""""2-gram"""""""
"lexicalEntry-678","noun","kilometers","kilometers",,"""NounPPFrame""","range","domain","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.753752814592232""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-679","noun","kilometers","kilometers",,"""NounPPFrame""","domain","range","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.753752814592232""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-680","noun","observatory","observatory",,"""NounPPFrame""","range","domain","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.747404665316609""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-681","noun","observatory","observatory",,"""NounPPFrame""","domain","range","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.747404665316609""","dbo:discoverer","""""""1-gram"""""""
