"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1850","noun","story","story",,"""NounPPFrame""","range","domain","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.835537991708191""","dbo:literaryGenre","""""""1-gram"""""""
"lexicalEntry-1851","noun","story","story",,"""NounPPFrame""","domain","range","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.835537991708191""","dbo:literaryGenre","""""""1-gram"""""""
"lexicalEntry-1856","noun","short story","short story",,"""NounPPFrame""","range","domain","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.78114540125708""","dbo:literaryGenre","""""""2-gram"""""""
"lexicalEntry-1857","noun","short story","short story",,"""NounPPFrame""","domain","range","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.78114540125708""","dbo:literaryGenre","""""""2-gram"""""""
"lexicalEntry-1860","noun","story by","story by",,"""NounPPFrame""","range","domain","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.758888952426852""","dbo:literaryGenre","""""""2-gram"""""""
"lexicalEntry-1861","noun","story by","story by",,"""NounPPFrame""","domain","range","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.758888952426852""","dbo:literaryGenre","""""""2-gram"""""""
"lexicalEntry-1862","noun","short story by","short story by",,"""NounPPFrame""","range","domain","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.7365139162284""","dbo:literaryGenre","""""""3-gram"""""""
"lexicalEntry-1863","noun","short story by","short story by",,"""NounPPFrame""","domain","range","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.7365139162284""","dbo:literaryGenre","""""""3-gram"""""""
"lexicalEntry-1866","noun","writer","writer",,"""NounPPFrame""","range","domain","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.653591532867772""","dbo:literaryGenre","""""""1-gram"""""""
"lexicalEntry-1867","noun","writer","writer",,"""NounPPFrame""","domain","range","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.653591532867772""","dbo:literaryGenre","""""""1-gram"""""""
"lexicalEntry-1868","noun","american","american",,"""NounPPFrame""","range","domain","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.64204856181416""","dbo:literaryGenre","""""""1-gram"""""""
"lexicalEntry-1869","noun","american","american",,"""NounPPFrame""","domain","range","1","dbo:literaryGenre","dbo:Autobiography","dbo:Author","""0.64204856181416""","dbo:literaryGenre","""""""1-gram"""""""
