"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1468","noun","philosopher","philosopher",,"""NounPPFrame""","range","domain","1","dbo:influenced","dbo:Person","dbo:Person","""0.547892133271927""","dbo:influenced","""""""1-gram"""""""
"lexicalEntry-1469","noun","philosopher","philosopher",,"""NounPPFrame""","domain","range","1","dbo:influenced","dbo:Person","dbo:Person","""0.547892133271927""","dbo:influenced","""""""1-gram"""""""
"lexicalEntry-1470","noun","programming","programming",,"""NounPPFrame""","range","domain","1","dbo:influenced","dbo:Person","dbo:Person","""0.507299656195892""","dbo:influenced","""""""1-gram"""""""
"lexicalEntry-1471","noun","programming","programming",,"""NounPPFrame""","domain","range","1","dbo:influenced","dbo:Person","dbo:Person","""0.507299656195892""","dbo:influenced","""""""1-gram"""""""
"lexicalEntry-1472","noun","programming language","programming language",,"""NounPPFrame""","range","domain","1","dbo:influenced","dbo:Person","dbo:Person","""0.498637221106506""","dbo:influenced","""""""2-gram"""""""
"lexicalEntry-1473","noun","programming language","programming language",,"""NounPPFrame""","domain","range","1","dbo:influenced","dbo:Person","dbo:Person","""0.498637221106506""","dbo:influenced","""""""2-gram"""""""
"lexicalEntry-1474","noun","language","language",,"""NounPPFrame""","range","domain","1","dbo:influenced","dbo:Person","dbo:Person","""0.490488657580939""","dbo:influenced","""""""1-gram"""""""
"lexicalEntry-1475","noun","language","language",,"""NounPPFrame""","domain","range","1","dbo:influenced","dbo:Person","dbo:Person","""0.490488657580939""","dbo:influenced","""""""1-gram"""""""
"lexicalEntry-1476","noun","economist","economist",,"""NounPPFrame""","range","domain","1","dbo:influenced","dbo:Person","dbo:Person","""0.35762159232336""","dbo:influenced","""""""1-gram"""""""
"lexicalEntry-1477","noun","economist","economist",,"""NounPPFrame""","domain","range","1","dbo:influenced","dbo:Person","dbo:Person","""0.35762159232336""","dbo:influenced","""""""1-gram"""""""
"lexicalEntry-1488","noun","philosophy","philosophy",,"""NounPPFrame""","range","domain","1","dbo:influenced","dbo:Person","dbo:Person","""0.296783149312019""","dbo:influenced","""""""1-gram"""""""
"lexicalEntry-1489","noun","philosophy","philosophy",,"""NounPPFrame""","domain","range","1","dbo:influenced","dbo:Person","dbo:Person","""0.296783149312019""","dbo:influenced","""""""1-gram"""""""
