"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-3627","noun","season","season",,"""NounPPFrame""","range","domain","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.92138390585581""","dbo:coach","""""""1-gram"""""""
"lexicalEntry-3628","noun","season","season",,"""NounPPFrame""","domain","range","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.92138390585581""","dbo:coach","""""""1-gram"""""""
"lexicalEntry-3631","noun","football","football",,"""NounPPFrame""","range","domain","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.818992456331369""","dbo:coach","""""""1-gram"""""""
"lexicalEntry-3632","noun","football","football",,"""NounPPFrame""","domain","range","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.818992456331369""","dbo:coach","""""""1-gram"""""""
"lexicalEntry-3633","noun","league","league",,"""NounPPFrame""","range","domain","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.808317714094519""","dbo:coach","""""""1-gram"""""""
"lexicalEntry-3634","noun","league","league",,"""NounPPFrame""","domain","range","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.808317714094519""","dbo:coach","""""""1-gram"""""""
"lexicalEntry-3637","noun","football league","football league",,"""NounPPFrame""","range","domain","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.787495749433551""","dbo:coach","""""""2-gram"""""""
"lexicalEntry-3638","noun","football league","football league",,"""NounPPFrame""","domain","range","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.787495749433551""","dbo:coach","""""""2-gram"""""""
"lexicalEntry-3639","noun","record","record",,"""NounPPFrame""","range","domain","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.781791126967988""","dbo:coach","""""""1-gram"""""""
"lexicalEntry-3640","noun","record","record",,"""NounPPFrame""","domain","range","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.781791126967988""","dbo:coach","""""""1-gram"""""""
"lexicalEntry-3641","noun","national","national",,"""NounPPFrame""","range","domain","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.744377904550329""","dbo:coach","""""""1-gram"""""""
"lexicalEntry-3642","noun","national","national",,"""NounPPFrame""","domain","range","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.744377904550329""","dbo:coach","""""""1-gram"""""""
"lexicalEntry-3643","noun","national football","national football",,"""NounPPFrame""","range","domain","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.741704728325325""","dbo:coach","""""""2-gram"""""""
"lexicalEntry-3644","noun","national football","national football",,"""NounPPFrame""","domain","range","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.741704728325325""","dbo:coach","""""""2-gram"""""""
"lexicalEntry-3647","noun","national football league","national football league",,"""NounPPFrame""","range","domain","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.73947590806947""","dbo:coach","""""""3-gram"""""""
"lexicalEntry-3648","noun","national football league","national football league",,"""NounPPFrame""","domain","range","1","dbo:coach","dbo:HockeyTeam","dbo:Person","""0.73947590806947""","dbo:coach","""""""3-gram"""""""
