"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-4451","noun","race","race",,"""NounPPFrame""","range","domain","1","dbo:location","dbo:Building","dbo:City","""0.991593621308982""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4452","noun","race","race",,"""NounPPFrame""","domain","range","1","dbo:location","dbo:Building","dbo:City","""0.991593621308982""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4453","noun","cricket","cricket",,"""NounPPFrame""","range","domain","1","dbo:location","dbo:Building","dbo:City","""0.989212197929337""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4454","noun","cricket","cricket",,"""NounPPFrame""","domain","range","1","dbo:location","dbo:Building","dbo:City","""0.989212197929337""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4459","noun","professional wrestling","professional wrestling",,"""NounPPFrame""","range","domain","1","dbo:location","dbo:Building","dbo:City","""0.980400946141471""","dbo:location","""""""2-gram"""""""
"lexicalEntry-4460","noun","professional wrestling","professional wrestling",,"""NounPPFrame""","domain","range","1","dbo:location","dbo:Building","dbo:City","""0.980400946141471""","dbo:location","""""""2-gram"""""""
"lexicalEntry-4461","noun","poland","poland",,"""NounPPFrame""","range","domain","1","dbo:location","dbo:Building","dbo:City","""0.978645226255786""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4462","noun","poland","poland",,"""NounPPFrame""","domain","range","1","dbo:location","dbo:Building","dbo:City","""0.978645226255786""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4463","noun","event","event",,"""NounPPFrame""","range","domain","1","dbo:location","dbo:Building","dbo:City","""0.969880617970188""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4464","noun","event","event",,"""NounPPFrame""","domain","range","1","dbo:location","dbo:Building","dbo:City","""0.969880617970188""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4465","noun","tennis","tennis",,"""NounPPFrame""","range","domain","1","dbo:location","dbo:Building","dbo:City","""0.964323657503783""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4466","noun","tennis","tennis",,"""NounPPFrame""","domain","range","1","dbo:location","dbo:Building","dbo:City","""0.964323657503783""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4469","noun","glacier","glacier",,"""NounPPFrame""","range","domain","1","dbo:location","dbo:Building","dbo:City","""0.96309735869363""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4470","noun","glacier","glacier",,"""NounPPFrame""","domain","range","1","dbo:location","dbo:Building","dbo:City","""0.96309735869363""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4471","noun","tournament","tournament",,"""NounPPFrame""","range","domain","1","dbo:location","dbo:Building","dbo:City","""0.962416516998704""","dbo:location","""""""1-gram"""""""
"lexicalEntry-4472","noun","tournament","tournament",,"""NounPPFrame""","domain","range","1","dbo:location","dbo:Building","dbo:City","""0.962416516998704""","dbo:location","""""""1-gram"""""""
