"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-95","noun","king","king",,"""NounPPFrame""","range","domain","1","dbo:child","dbo:Person","dbo:Person","""0.360718673544402""","dbo:child","""""""1-gram"""""""
"lexicalEntry-96","noun","king","king",,"""NounPPFrame""","domain","range","1","dbo:child","dbo:Person","dbo:Person","""0.360718673544402""","dbo:child","""""""1-gram"""""""
"lexicalEntry-97","noun","father of","father of",,"""NounPPFrame""","range","domain","1","dbo:child","dbo:Person","dbo:Person","""0.324918216644329""","dbo:child","""""""2-gram"""""""
"lexicalEntry-98","noun","father of","father of",,"""NounPPFrame""","domain","range","1","dbo:child","dbo:Person","dbo:Person","""0.324918216644329""","dbo:child","""""""2-gram"""""""
"lexicalEntry-99","noun","wife","wife",,"""NounPPFrame""","range","domain","1","dbo:child","dbo:Person","dbo:Person","""0.320998220860025""","dbo:child","""""""1-gram"""""""
"lexicalEntry-100","noun","wife","wife",,"""NounPPFrame""","domain","range","1","dbo:child","dbo:Person","dbo:Person","""0.320998220860025""","dbo:child","""""""1-gram"""""""
"lexicalEntry-101","noun","duke","duke",,"""NounPPFrame""","range","domain","1","dbo:child","dbo:Person","dbo:Person","""0.306315512217452""","dbo:child","""""""1-gram"""""""
"lexicalEntry-102","noun","duke","duke",,"""NounPPFrame""","domain","range","1","dbo:child","dbo:Person","dbo:Person","""0.306315512217452""","dbo:child","""""""1-gram"""""""
"lexicalEntry-103","noun","death","death",,"""NounPPFrame""","range","domain","1","dbo:child","dbo:Person","dbo:Person","""0.304510592398104""","dbo:child","""""""1-gram"""""""
"lexicalEntry-104","noun","death","death",,"""NounPPFrame""","domain","range","1","dbo:child","dbo:Person","dbo:Person","""0.304510592398104""","dbo:child","""""""1-gram"""""""
"lexicalEntry-107","noun","abc","abc",,"""NounPPFrame""","range","domain","1","dbo:child","dbo:Person","dbo:Person","""0.300600133962771""","dbo:child","""""""2-gram"""""""
"lexicalEntry-108","noun","abc","abc",,"""NounPPFrame""","domain","range","1","dbo:child","dbo:Person","dbo:Person","""0.300600133962771""","dbo:child","""""""2-gram"""""""
"lexicalEntry-115","noun","duke of","duke of",,"""NounPPFrame""","range","domain","1","dbo:child","dbo:Person","dbo:Person","""0.283732349258777""","dbo:child","""""""2-gram"""""""
"lexicalEntry-116","noun","duke of","duke of",,"""NounPPFrame""","domain","range","1","dbo:child","dbo:Person","dbo:Person","""0.283732349258777""","dbo:child","""""""2-gram"""""""
