"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2280","noun","governor","governor",,"""NounPPFrame""","range","domain","1","dbo:office","dbo:Country","xsd:string","""0.65176022406837""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2281","noun","governor","governor",,"""NounPPFrame""","domain","range","1","dbo:office","dbo:Country","xsd:string","""0.65176022406837""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2282","noun","governor of","governor of",,"""NounPPFrame""","range","domain","1","dbo:office","dbo:Country","xsd:string","""0.63606520584651""","dbo:office","""""""2-gram"""""""
"lexicalEntry-2283","noun","governor of","governor of",,"""NounPPFrame""","domain","range","1","dbo:office","dbo:Country","xsd:string","""0.63606520584651""","dbo:office","""""""2-gram"""""""
"lexicalEntry-2284","noun","politician","politician",,"""NounPPFrame""","range","domain","1","dbo:office","dbo:Country","xsd:string","""0.633315998045007""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2285","noun","politician","politician",,"""NounPPFrame""","domain","range","1","dbo:office","dbo:Country","xsd:string","""0.633315998045007""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2286","noun","united","united",,"""NounPPFrame""","range","domain","1","dbo:office","dbo:Country","xsd:string","""0.600791687627883""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2287","noun","united","united",,"""NounPPFrame""","domain","range","1","dbo:office","dbo:Country","xsd:string","""0.600791687627883""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2290","noun","united states","united states",,"""NounPPFrame""","range","domain","1","dbo:office","dbo:Country","xsd:string","""0.594460026370314""","dbo:office","""""""2-gram"""""""
"lexicalEntry-2291","noun","united states","united states",,"""NounPPFrame""","domain","range","1","dbo:office","dbo:Country","xsd:string","""0.594460026370314""","dbo:office","""""""2-gram"""""""
"lexicalEntry-2292","noun","states","states",,"""NounPPFrame""","range","domain","1","dbo:office","dbo:Country","xsd:string","""0.592048413886719""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2293","noun","states","states",,"""NounPPFrame""","domain","range","1","dbo:office","dbo:Country","xsd:string","""0.592048413886719""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2294","noun","senator","senator",,"""NounPPFrame""","range","domain","1","dbo:office","dbo:Country","xsd:string","""0.583618164634516""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2295","noun","senator","senator",,"""NounPPFrame""","domain","range","1","dbo:office","dbo:Country","xsd:string","""0.583618164634516""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2300","noun","american","american",,"""NounPPFrame""","range","domain","1","dbo:office","dbo:Country","xsd:string","""0.562364607285989""","dbo:office","""""""1-gram"""""""
"lexicalEntry-2301","noun","american","american",,"""NounPPFrame""","domain","range","1","dbo:office","dbo:Country","xsd:string","""0.562364607285989""","dbo:office","""""""1-gram"""""""
