"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1141","noun","county","county",,"""NounPPFrame""","range","domain","1","dbo:areaCode","dbo:City","xsd:string","""0.930919778922588""","dbo:areaCode","""""""1-gram"""""""
"lexicalEntry-1142","noun","county","county",,"""NounPPFrame""","domain","range","1","dbo:areaCode","dbo:City","xsd:string","""0.930919778922588""","dbo:areaCode","""""""1-gram"""""""
"lexicalEntry-1143","noun","elevation of","elevation of",,"""NounPPFrame""","range","domain","1","dbo:areaCode","dbo:City","xsd:string","""0.902880664694151""","dbo:areaCode","""""""2-gram"""""""
"lexicalEntry-1144","noun","elevation of","elevation of",,"""NounPPFrame""","domain","range","1","dbo:areaCode","dbo:City","xsd:string","""0.902880664694151""","dbo:areaCode","""""""2-gram"""""""
"lexicalEntry-1145","noun","feet","feet",,"""NounPPFrame""","range","domain","1","dbo:areaCode","dbo:City","xsd:string","""0.901855427704715""","dbo:areaCode","""""""1-gram"""""""
"lexicalEntry-1146","noun","feet","feet",,"""NounPPFrame""","domain","range","1","dbo:areaCode","dbo:City","xsd:string","""0.901855427704715""","dbo:areaCode","""""""1-gram"""""""
"lexicalEntry-1147","noun","level","level",,"""NounPPFrame""","range","domain","1","dbo:areaCode","dbo:City","xsd:string","""0.901802646360312""","dbo:areaCode","""""""1-gram"""""""
"lexicalEntry-1148","noun","level","level",,"""NounPPFrame""","domain","range","1","dbo:areaCode","dbo:City","xsd:string","""0.901802646360312""","dbo:areaCode","""""""1-gram"""""""
"lexicalEntry-1149","noun","sea level","sea level",,"""NounPPFrame""","range","domain","1","dbo:areaCode","dbo:City","xsd:string","""0.901794990110009""","dbo:areaCode","""""""2-gram"""""""
"lexicalEntry-1150","noun","sea level","sea level",,"""NounPPFrame""","domain","range","1","dbo:areaCode","dbo:City","xsd:string","""0.901794990110009""","dbo:areaCode","""""""2-gram"""""""
"lexicalEntry-1155","noun","estimated elevation","estimated elevation",,"""NounPPFrame""","range","domain","1","dbo:areaCode","dbo:City","xsd:string","""0.900713076785614""","dbo:areaCode","""""""4-gram"""""""
"lexicalEntry-1156","noun","estimated elevation","estimated elevation",,"""NounPPFrame""","domain","range","1","dbo:areaCode","dbo:City","xsd:string","""0.900713076785614""","dbo:areaCode","""""""4-gram"""""""
"lexicalEntry-1157","noun","above sea level","above sea level",,"""NounPPFrame""","range","domain","1","dbo:areaCode","dbo:City","xsd:string","""0.899635023644314""","dbo:areaCode","""""""4-gram"""""""
"lexicalEntry-1158","noun","above sea level","above sea level",,"""NounPPFrame""","domain","range","1","dbo:areaCode","dbo:City","xsd:string","""0.899635023644314""","dbo:areaCode","""""""4-gram"""""""
"lexicalEntry-1161","noun","place","place",,"""NounPPFrame""","range","domain","1","dbo:areaCode","dbo:City","xsd:string","""0.895908298274031""","dbo:areaCode","""""""1-gram"""""""
"lexicalEntry-1162","noun","place","place",,"""NounPPFrame""","domain","range","1","dbo:areaCode","dbo:City","xsd:string","""0.895908298274031""","dbo:areaCode","""""""1-gram"""""""
