"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1164","noun","tournament","tournament",,"""NounPPFrame""","range","domain","1","dbo:budget","dbo:Film","xsd:double","""0.747689832727956""","dbo:budget","""""""1-gram"""""""
"lexicalEntry-1165","noun","tournament","tournament",,"""NounPPFrame""","domain","range","1","dbo:budget","dbo:Film","xsd:double","""0.747689832727956""","dbo:budget","""""""1-gram"""""""
"lexicalEntry-1166","noun","tennis tournament","tennis tournament",,"""NounPPFrame""","range","domain","1","dbo:budget","dbo:Film","xsd:double","""0.745743531868034""","dbo:budget","""""""2-gram"""""""
"lexicalEntry-1167","noun","tennis tournament","tennis tournament",,"""NounPPFrame""","domain","range","1","dbo:budget","dbo:Film","xsd:double","""0.745743531868034""","dbo:budget","""""""2-gram"""""""
"lexicalEntry-1170","noun","tennis","tennis",,"""NounPPFrame""","range","domain","1","dbo:budget","dbo:Film","xsd:double","""0.740699895393297""","dbo:budget","""""""1-gram"""""""
"lexicalEntry-1171","noun","tennis","tennis",,"""NounPPFrame""","domain","range","1","dbo:budget","dbo:Film","xsd:double","""0.740699895393297""","dbo:budget","""""""1-gram"""""""
"lexicalEntry-1174","noun","courts","courts",,"""NounPPFrame""","range","domain","1","dbo:budget","dbo:Film","xsd:double","""0.733589098982349""","dbo:budget","""""""1-gram"""""""
"lexicalEntry-1175","noun","courts","courts",,"""NounPPFrame""","domain","range","1","dbo:budget","dbo:Film","xsd:double","""0.733589098982349""","dbo:budget","""""""1-gram"""""""
"lexicalEntry-1176","noun","part","part",,"""NounPPFrame""","range","domain","1","dbo:budget","dbo:Film","xsd:double","""0.726923939759985""","dbo:budget","""""""1-gram"""""""
"lexicalEntry-1177","noun","part","part",,"""NounPPFrame""","domain","range","1","dbo:budget","dbo:Film","xsd:double","""0.726923939759985""","dbo:budget","""""""1-gram"""""""
"lexicalEntry-1178","noun","edition","edition",,"""NounPPFrame""","range","domain","1","dbo:budget","dbo:Film","xsd:double","""0.726269644419596""","dbo:budget","""""""1-gram"""""""
"lexicalEntry-1179","noun","edition","edition",,"""NounPPFrame""","domain","range","1","dbo:budget","dbo:Film","xsd:double","""0.726269644419596""","dbo:budget","""""""1-gram"""""""
"lexicalEntry-1180","noun","part of","part of",,"""NounPPFrame""","range","domain","1","dbo:budget","dbo:Film","xsd:double","""0.725348548628959""","dbo:budget","""""""2-gram"""""""
"lexicalEntry-1181","noun","part of","part of",,"""NounPPFrame""","domain","range","1","dbo:budget","dbo:Film","xsd:double","""0.725348548628959""","dbo:budget","""""""2-gram"""""""
"lexicalEntry-1182","noun","edition of","edition of",,"""NounPPFrame""","range","domain","1","dbo:budget","dbo:Film","xsd:double","""0.72081958668902""","dbo:budget","""""""2-gram"""""""
"lexicalEntry-1183","noun","edition of","edition of",,"""NounPPFrame""","domain","range","1","dbo:budget","dbo:Film","xsd:double","""0.72081958668902""","dbo:budget","""""""2-gram"""""""
