"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2418","noun","launch","launch",,"""NounPPFrame""","range","domain","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.963469638464108""","dbo:operator","""""""1-gram"""""""
"lexicalEntry-2419","noun","launch","launch",,"""NounPPFrame""","domain","range","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.963469638464108""","dbo:operator","""""""1-gram"""""""
"lexicalEntry-2422","noun","camp","camp",,"""NounPPFrame""","range","domain","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.824996000721601""","dbo:operator","""""""1-gram"""""""
"lexicalEntry-2423","noun","camp","camp",,"""NounPPFrame""","domain","range","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.824996000721601""","dbo:operator","""""""1-gram"""""""
"lexicalEntry-2426","noun","travelcard","travelcard",,"""NounPPFrame""","range","domain","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.77719164022626""","dbo:operator","""""""1-gram"""""""
"lexicalEntry-2427","noun","travelcard","travelcard",,"""NounPPFrame""","domain","range","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.77719164022626""","dbo:operator","""""""1-gram"""""""
"lexicalEntry-2430","noun","travelcard zone","travelcard zone",,"""NounPPFrame""","range","domain","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.768507662190585""","dbo:operator","""""""2-gram"""""""
"lexicalEntry-2431","noun","travelcard zone","travelcard zone",,"""NounPPFrame""","domain","range","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.768507662190585""","dbo:operator","""""""2-gram"""""""
"lexicalEntry-2432","noun","in travelcard","in travelcard",,"""NounPPFrame""","range","domain","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.755294511205873""","dbo:operator","""""""2-gram"""""""
"lexicalEntry-2433","noun","in travelcard","in travelcard",,"""NounPPFrame""","domain","range","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.755294511205873""","dbo:operator","""""""2-gram"""""""
"lexicalEntry-2434","noun","in travelcard zone","in travelcard zone",,"""NounPPFrame""","range","domain","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.746355799780354""","dbo:operator","""""""3-gram"""""""
"lexicalEntry-2435","noun","in travelcard zone","in travelcard zone",,"""NounPPFrame""","domain","range","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.746355799780354""","dbo:operator","""""""3-gram"""""""
"lexicalEntry-2436","noun","force","force",,"""NounPPFrame""","range","domain","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.736582100983564""","dbo:operator","""""""1-gram"""""""
"lexicalEntry-2437","noun","force","force",,"""NounPPFrame""","domain","range","1","dbo:operator","dbo:LaunchPad","dbo:Organisation","""0.736582100983564""","dbo:operator","""""""1-gram"""""""
