"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2181","noun","chain","chain",,"""NounPPFrame""","range","domain","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.377389190668631""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2182","noun","chain","chain",,"""NounPPFrame""","domain","range","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.377389190668631""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2183","noun","bank","bank",,"""NounPPFrame""","range","domain","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.281174799655321""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2184","noun","bank","bank",,"""NounPPFrame""","domain","range","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.281174799655321""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2185","noun","stores","stores",,"""NounPPFrame""","range","domain","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.26975057983961""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2186","noun","stores","stores",,"""NounPPFrame""","domain","range","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.26975057983961""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2187","noun","branches","branches",,"""NounPPFrame""","range","domain","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.269618424539388""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2188","noun","branches","branches",,"""NounPPFrame""","domain","range","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.269618424539388""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2189","noun","locations","locations",,"""NounPPFrame""","range","domain","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.251072924358944""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2190","noun","locations","locations",,"""NounPPFrame""","domain","range","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.251072924358944""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2191","noun","chain of","chain of",,"""NounPPFrame""","range","domain","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.245575751538689""","dbo:numberOfLocations","""""""2-gram"""""""
"lexicalEntry-2192","noun","chain of","chain of",,"""NounPPFrame""","domain","range","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.245575751538689""","dbo:numberOfLocations","""""""2-gram"""""""
"lexicalEntry-2197","noun","union","union",,"""NounPPFrame""","range","domain","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.226675221651419""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2198","noun","union","union",,"""NounPPFrame""","domain","range","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.226675221651419""","dbo:numberOfLocations","""""""1-gram"""""""
"lexicalEntry-2201","noun","credit union","credit union",,"""NounPPFrame""","range","domain","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.222682972287794""","dbo:numberOfLocations","""""""2-gram"""""""
"lexicalEntry-2202","noun","credit union","credit union",,"""NounPPFrame""","domain","range","1","dbo:numberOfLocations","dbo:Company","xsd:nonNegativeInteger","""0.222682972287794""","dbo:numberOfLocations","""""""2-gram"""""""
