"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-759","noun","county","county",,"""NounPPFrame""","range","domain","1","dbo:elevation","dbo:Mountain","xsd:double","""0.963511774585642""","dbo:elevation","""""""1-gram"""""""
"lexicalEntry-760","noun","county","county",,"""NounPPFrame""","domain","range","1","dbo:elevation","dbo:Mountain","xsd:double","""0.963511774585642""","dbo:elevation","""""""1-gram"""""""
"lexicalEntry-761","noun","place","place",,"""NounPPFrame""","range","domain","1","dbo:elevation","dbo:Mountain","xsd:double","""0.938767226722072""","dbo:elevation","""""""1-gram"""""""
"lexicalEntry-762","noun","place","place",,"""NounPPFrame""","domain","range","1","dbo:elevation","dbo:Mountain","xsd:double","""0.938767226722072""","dbo:elevation","""""""1-gram"""""""
"lexicalEntry-765","noun","populated place","populated place",,"""NounPPFrame""","range","domain","1","dbo:elevation","dbo:Mountain","xsd:double","""0.935880649084012""","dbo:elevation","""""""2-gram"""""""
"lexicalEntry-766","noun","populated place","populated place",,"""NounPPFrame""","domain","range","1","dbo:elevation","dbo:Mountain","xsd:double","""0.935880649084012""","dbo:elevation","""""""2-gram"""""""
"lexicalEntry-771","noun","arizona","arizona",,"""NounPPFrame""","range","domain","1","dbo:elevation","dbo:Mountain","xsd:double","""0.892177027227079""","dbo:elevation","""""""1-gram"""""""
"lexicalEntry-772","noun","arizona","arizona",,"""NounPPFrame""","domain","range","1","dbo:elevation","dbo:Mountain","xsd:double","""0.892177027227079""","dbo:elevation","""""""1-gram"""""""
"lexicalEntry-773","noun","county arizona","county arizona",,"""NounPPFrame""","range","domain","1","dbo:elevation","dbo:Mountain","xsd:double","""0.881950306504046""","dbo:elevation","""""""2-gram"""""""
"lexicalEntry-774","noun","county arizona","county arizona",,"""NounPPFrame""","domain","range","1","dbo:elevation","dbo:Mountain","xsd:double","""0.881950306504046""","dbo:elevation","""""""2-gram"""""""
"lexicalEntry-775","noun","elevation","elevation",,"""NounPPFrame""","range","domain","1","dbo:elevation","dbo:Mountain","xsd:double","""0.87769459694864""","dbo:elevation","""""""1-gram"""""""
"lexicalEntry-776","noun","elevation","elevation",,"""NounPPFrame""","domain","range","1","dbo:elevation","dbo:Mountain","xsd:double","""0.87769459694864""","dbo:elevation","""""""1-gram"""""""
"lexicalEntry-777","noun","elevation of","elevation of",,"""NounPPFrame""","range","domain","1","dbo:elevation","dbo:Mountain","xsd:double","""0.872528660924193""","dbo:elevation","""""""2-gram"""""""
"lexicalEntry-778","noun","elevation of","elevation of",,"""NounPPFrame""","domain","range","1","dbo:elevation","dbo:Mountain","xsd:double","""0.872528660924193""","dbo:elevation","""""""2-gram"""""""
"lexicalEntry-779","noun","airport","airport",,"""NounPPFrame""","range","domain","1","dbo:elevation","dbo:Mountain","xsd:double","""0.87169869181654""","dbo:elevation","""""""1-gram"""""""
"lexicalEntry-780","noun","airport","airport",,"""NounPPFrame""","domain","range","1","dbo:elevation","dbo:Mountain","xsd:double","""0.87169869181654""","dbo:elevation","""""""1-gram"""""""
