"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1758","noun","federal subject","federal subject",,"""NounPPFrame""","range","domain","1","dbo:leaderName","dbo:City","dbo:Person","""0.977008420918394""","dbo:leaderName","""""""3-gram"""""""
"lexicalEntry-1759","noun","federal subject","federal subject",,"""NounPPFrame""","domain","range","1","dbo:leaderName","dbo:City","dbo:Person","""0.977008420918394""","dbo:leaderName","""""""3-gram"""""""
"lexicalEntry-1764","noun","federal subject of","federal subject of",,"""NounPPFrame""","range","domain","1","dbo:leaderName","dbo:City","dbo:Person","""0.874385649785188""","dbo:leaderName","""""""3-gram"""""""
"lexicalEntry-1765","noun","federal subject of","federal subject of",,"""NounPPFrame""","domain","range","1","dbo:leaderName","dbo:City","dbo:Person","""0.874385649785188""","dbo:leaderName","""""""3-gram"""""""
"lexicalEntry-1766","noun","subject of russia","subject of russia",,"""NounPPFrame""","range","domain","1","dbo:leaderName","dbo:City","dbo:Person","""0.846809798439941""","dbo:leaderName","""""""3-gram"""""""
"lexicalEntry-1767","noun","subject of russia","subject of russia",,"""NounPPFrame""","domain","range","1","dbo:leaderName","dbo:City","dbo:Person","""0.846809798439941""","dbo:leaderName","""""""3-gram"""""""
"lexicalEntry-1768","noun","of russia","of russia",,"""NounPPFrame""","range","domain","1","dbo:leaderName","dbo:City","dbo:Person","""0.797924998575035""","dbo:leaderName","""""""2-gram"""""""
"lexicalEntry-1769","noun","of russia","of russia",,"""NounPPFrame""","domain","range","1","dbo:leaderName","dbo:City","dbo:Person","""0.797924998575035""","dbo:leaderName","""""""2-gram"""""""
"lexicalEntry-1770","noun","subject of","subject of",,"""NounPPFrame""","range","domain","1","dbo:leaderName","dbo:City","dbo:Person","""0.773526783828593""","dbo:leaderName","""""""2-gram"""""""
"lexicalEntry-1771","noun","subject of","subject of",,"""NounPPFrame""","domain","range","1","dbo:leaderName","dbo:City","dbo:Person","""0.773526783828593""","dbo:leaderName","""""""2-gram"""""""
"lexicalEntry-1772","noun","subject","subject",,"""NounPPFrame""","range","domain","1","dbo:leaderName","dbo:City","dbo:Person","""0.743391941675028""","dbo:leaderName","""""""1-gram"""""""
"lexicalEntry-1773","noun","subject","subject",,"""NounPPFrame""","domain","range","1","dbo:leaderName","dbo:City","dbo:Person","""0.743391941675028""","dbo:leaderName","""""""1-gram"""""""
"lexicalEntry-1774","noun","ð¾ìð±ð»ð°ñññ","ð¾ìð±ð»ð°ñññ",,"""NounPPFrame""","range","domain","1","dbo:leaderName","dbo:City","dbo:Person","""0.654653670707977""","dbo:leaderName","""""""1-gram"""""""
"lexicalEntry-1775","noun","ð¾ìð±ð»ð°ñññ","ð¾ìð±ð»ð°ñññ",,"""NounPPFrame""","domain","range","1","dbo:leaderName","dbo:City","dbo:Person","""0.654653670707977""","dbo:leaderName","""""""1-gram"""""""
"lexicalEntry-1778","noun","russia oblast","russia oblast",,"""NounPPFrame""","range","domain","1","dbo:leaderName","dbo:City","dbo:Person","""0.540061724867322""","dbo:leaderName","""""""3-gram"""""""
"lexicalEntry-1779","noun","russia oblast","russia oblast",,"""NounPPFrame""","domain","range","1","dbo:leaderName","dbo:City","dbo:Person","""0.540061724867322""","dbo:leaderName","""""""3-gram"""""""
