"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-3881","noun","character","character",,"""NounPPFrame""","range","domain","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.887035314064071""","dbo:portrayer","""""""1-gram"""""""
"lexicalEntry-3882","noun","character","character",,"""NounPPFrame""","domain","range","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.887035314064071""","dbo:portrayer","""""""1-gram"""""""
"lexicalEntry-3883","noun","soap","soap",,"""NounPPFrame""","range","domain","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.87914761814842""","dbo:portrayer","""""""1-gram"""""""
"lexicalEntry-3884","noun","soap","soap",,"""NounPPFrame""","domain","range","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.87914761814842""","dbo:portrayer","""""""1-gram"""""""
"lexicalEntry-3885","noun","opera","opera",,"""NounPPFrame""","range","domain","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.876040279725092""","dbo:portrayer","""""""1-gram"""""""
"lexicalEntry-3886","noun","opera","opera",,"""NounPPFrame""","domain","range","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.876040279725092""","dbo:portrayer","""""""1-gram"""""""
"lexicalEntry-3887","noun","soap opera","soap opera",,"""NounPPFrame""","range","domain","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.875545149049077""","dbo:portrayer","""""""2-gram"""""""
"lexicalEntry-3888","noun","soap opera","soap opera",,"""NounPPFrame""","domain","range","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.875545149049077""","dbo:portrayer","""""""2-gram"""""""
"lexicalEntry-3891","noun","fictional character","fictional character",,"""NounPPFrame""","range","domain","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.869437322954004""","dbo:portrayer","""""""2-gram"""""""
"lexicalEntry-3892","noun","fictional character","fictional character",,"""NounPPFrame""","domain","range","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.869437322954004""","dbo:portrayer","""""""2-gram"""""""
"lexicalEntry-3901","noun","character from","character from",,"""NounPPFrame""","range","domain","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.767579209145165""","dbo:portrayer","""""""2-gram"""""""
"lexicalEntry-3902","noun","character from","character from",,"""NounPPFrame""","domain","range","1","dbo:portrayer","dbo:Work","dbo:Actor","""0.767579209145165""","dbo:portrayer","""""""2-gram"""""""
