"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-4156","noun","river","river",,"""NounPPFrame""","range","domain","1","dbp:mouthLocation","dbo:River","dbo:Country","""0.687241020974347""","dbp:mouthLocation","""""""1-gram"""""""
"lexicalEntry-4157","noun","river","river",,"""NounPPFrame""","domain","range","1","dbp:mouthLocation","dbo:River","dbo:Country","""0.687241020974347""","dbp:mouthLocation","""""""1-gram"""""""
"lexicalEntry-4158","noun","flows","flows",,"""NounPPFrame""","range","domain","1","dbp:mouthLocation","dbo:River","dbo:Country","""0.636232696979033""","dbp:mouthLocation","""""""1-gram"""""""
"lexicalEntry-4159","noun","flows","flows",,"""NounPPFrame""","domain","range","1","dbp:mouthLocation","dbo:River","dbo:Country","""0.636232696979033""","dbp:mouthLocation","""""""1-gram"""""""
"lexicalEntry-4160","noun","tributary","tributary",,"""NounPPFrame""","range","domain","1","dbp:mouthLocation","dbo:River","dbo:Country","""0.60205116931613""","dbp:mouthLocation","""""""1-gram"""""""
"lexicalEntry-4161","noun","tributary","tributary",,"""NounPPFrame""","domain","range","1","dbp:mouthLocation","dbo:River","dbo:Country","""0.60205116931613""","dbp:mouthLocation","""""""1-gram"""""""
"lexicalEntry-4164","noun","tributary of","tributary of",,"""NounPPFrame""","range","domain","1","dbp:mouthLocation","dbo:River","dbo:Country","""0.566116526506274""","dbp:mouthLocation","""""""2-gram"""""""
"lexicalEntry-4165","noun","tributary of","tributary of",,"""NounPPFrame""","domain","range","1","dbp:mouthLocation","dbo:River","dbo:Country","""0.566116526506274""","dbp:mouthLocation","""""""2-gram"""""""
"lexicalEntry-4176","noun","river in","river in",,"""NounPPFrame""","range","domain","1","dbp:mouthLocation","dbo:River","dbo:Country","""0.414893370007008""","dbp:mouthLocation","""""""2-gram"""""""
"lexicalEntry-4177","noun","river in","river in",,"""NounPPFrame""","domain","range","1","dbp:mouthLocation","dbo:River","dbo:Country","""0.414893370007008""","dbp:mouthLocation","""""""2-gram"""""""
