"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1258","noun","american historian he","american historian he",,"""NounPPFrame""","range","domain","1","dbo:employer","dbo:Person","dbo:Place","""0.387298334620742""","dbo:employer","""""""4-gram"""""""
"lexicalEntry-1259","noun","american historian he","american historian he",,"""NounPPFrame""","domain","range","1","dbo:employer","dbo:Person","dbo:Place","""0.387298334620742""","dbo:employer","""""""4-gram"""""""
"lexicalEntry-1262","noun","aircraft","aircraft",,"""NounPPFrame""","range","domain","1","dbo:employer","dbo:Person","dbo:Place","""0.344973388539027""","dbo:employer","""""""1-gram"""""""
"lexicalEntry-1263","noun","aircraft","aircraft",,"""NounPPFrame""","domain","range","1","dbo:employer","dbo:Person","dbo:Place","""0.344973388539027""","dbo:employer","""""""1-gram"""""""
"lexicalEntry-1266","noun","historian he","historian he",,"""NounPPFrame""","range","domain","1","dbo:employer","dbo:Person","dbo:Place","""0.342624144432096""","dbo:employer","""""""3-gram"""""""
"lexicalEntry-1267","noun","historian he","historian he",,"""NounPPFrame""","domain","range","1","dbo:employer","dbo:Person","dbo:Place","""0.342624144432096""","dbo:employer","""""""3-gram"""""""
"lexicalEntry-1270","noun","of books","of books",,"""NounPPFrame""","range","domain","1","dbo:employer","dbo:Person","dbo:Place","""0.304554795050752""","dbo:employer","""""""3-gram"""""""
"lexicalEntry-1271","noun","of books","of books",,"""NounPPFrame""","domain","range","1","dbo:employer","dbo:Person","dbo:Place","""0.304554795050752""","dbo:employer","""""""3-gram"""""""
"lexicalEntry-1274","noun","author of books","author of books",,"""NounPPFrame""","range","domain","1","dbo:employer","dbo:Person","dbo:Place","""0.293197735804187""","dbo:employer","""""""5-gram"""""""
"lexicalEntry-1275","noun","author of books","author of books",,"""NounPPFrame""","domain","range","1","dbo:employer","dbo:Person","dbo:Place","""0.293197735804187""","dbo:employer","""""""5-gram"""""""
"lexicalEntry-1276","noun","designer","designer",,"""NounPPFrame""","range","domain","1","dbo:employer","dbo:Person","dbo:Place","""0.290709409698115""","dbo:employer","""""""1-gram"""""""
"lexicalEntry-1277","noun","designer","designer",,"""NounPPFrame""","domain","range","1","dbo:employer","dbo:Person","dbo:Place","""0.290709409698115""","dbo:employer","""""""1-gram"""""""
