"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2579","noun","of alexandria","of alexandria",,"""NounPPFrame""","range","domain","1","dbo:religion","dbo:Person","xsd:string","""0.969398182525922""","dbo:religion","""""""2-gram"""""""
"lexicalEntry-2580","noun","of alexandria","of alexandria",,"""NounPPFrame""","domain","range","1","dbo:religion","dbo:Person","xsd:string","""0.969398182525922""","dbo:religion","""""""2-gram"""""""
"lexicalEntry-2581","noun","patriarch of","patriarch of",,"""NounPPFrame""","range","domain","1","dbo:religion","dbo:Person","xsd:string","""0.964941890822746""","dbo:religion","""""""2-gram"""""""
"lexicalEntry-2582","noun","patriarch of","patriarch of",,"""NounPPFrame""","domain","range","1","dbo:religion","dbo:Person","xsd:string","""0.964941890822746""","dbo:religion","""""""2-gram"""""""
"lexicalEntry-2583","noun","patriarch","patriarch",,"""NounPPFrame""","range","domain","1","dbo:religion","dbo:Person","xsd:string","""0.960585471775686""","dbo:religion","""""""1-gram"""""""
"lexicalEntry-2584","noun","patriarch","patriarch",,"""NounPPFrame""","domain","range","1","dbo:religion","dbo:Person","xsd:string","""0.960585471775686""","dbo:religion","""""""1-gram"""""""
"lexicalEntry-2585","noun","mark","mark",,"""NounPPFrame""","range","domain","1","dbo:religion","dbo:Person","xsd:string","""0.900241426749948""","dbo:religion","""""""1-gram"""""""
"lexicalEntry-2586","noun","mark","mark",,"""NounPPFrame""","domain","range","1","dbo:religion","dbo:Person","xsd:string","""0.900241426749948""","dbo:religion","""""""1-gram"""""""
"lexicalEntry-2587","noun","pope of","pope of",,"""NounPPFrame""","range","domain","1","dbo:religion","dbo:Person","xsd:string","""0.871043325613477""","dbo:religion","""""""2-gram"""""""
"lexicalEntry-2588","noun","pope of","pope of",,"""NounPPFrame""","domain","range","1","dbo:religion","dbo:Person","xsd:string","""0.871043325613477""","dbo:religion","""""""2-gram"""""""
"lexicalEntry-2589","noun","of see of st","of see of st",,"""NounPPFrame""","range","domain","1","dbo:religion","dbo:Person","xsd:string","""0.870988340711385""","dbo:religion","""""""5-gram"""""""
"lexicalEntry-2590","noun","of see of st","of see of st",,"""NounPPFrame""","domain","range","1","dbo:religion","dbo:Person","xsd:string","""0.870988340711385""","dbo:religion","""""""5-gram"""""""
"lexicalEntry-2591","noun","of see of","of see of",,"""NounPPFrame""","range","domain","1","dbo:religion","dbo:Person","xsd:string","""0.866081325096852""","dbo:religion","""""""4-gram"""""""
"lexicalEntry-2592","noun","of see of","of see of",,"""NounPPFrame""","domain","range","1","dbo:religion","dbo:Person","xsd:string","""0.866081325096852""","dbo:religion","""""""4-gram"""""""
"lexicalEntry-2593","noun","patriarch of see of","patriarch of see of",,"""NounPPFrame""","range","domain","1","dbo:religion","dbo:Person","xsd:string","""0.866025403784439""","dbo:religion","""""""5-gram"""""""
"lexicalEntry-2594","noun","patriarch of see of","patriarch of see of",,"""NounPPFrame""","domain","range","1","dbo:religion","dbo:Person","xsd:string","""0.866025403784439""","dbo:religion","""""""5-gram"""""""
"lexicalEntry-2595","noun","of st","of st",,"""NounPPFrame""","range","domain","1","dbo:religion","dbo:Person","xsd:string","""0.861256321954898""","dbo:religion","""""""2-gram"""""""
"lexicalEntry-2596","noun","of st","of st",,"""NounPPFrame""","domain","range","1","dbo:religion","dbo:Person","xsd:string","""0.861256321954898""","dbo:religion","""""""2-gram"""""""
"lexicalEntry-2599","noun","priest","priest",,"""NounPPFrame""","range","domain","1","dbo:religion","dbo:Person","xsd:string","""0.756515474051653""","dbo:religion","""""""1-gram"""""""
"lexicalEntry-2600","noun","priest","priest",,"""NounPPFrame""","domain","range","1","dbo:religion","dbo:Person","xsd:string","""0.756515474051653""","dbo:religion","""""""1-gram"""""""
