LemonEntry,partOfSpeech,gender,writtenFormNominative(singular),writtenFormNominative (plural),writtenFormSingular (accusative),writtenFormSingular (dative),writtenFormSingular (genetive),preposition,SyntacticFrame,copulativeArg,prepositionalAdjunct,sense,reference,domain,range
Göteborg,noun,neuter,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fotballklubb,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Trabzon,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Aufsteiger,noun,masculine,Aufsteiger,Aufsteiger,Aufsteiger,Aufsteiger,Aufsteigers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Lao,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
I-League,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fußballverband,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Großstadt,noun,feminine,Großstadt,Großstädte,Großstadt,Großstadt,Großstadt,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Nähe,noun,feminine,Nähe,,Nähe,Nähe,Nähe,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
County,noun,neuter,County,County,County,County,County,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fußball-Mannschaft,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Jeunesse,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Stern,noun,masculine,Stern,Sterne,Stern,Sterne,Sterns,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Einführung,noun,feminine,Einführung,Einführungen,Einführung,Einführung,Einführung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Brasil,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Nachfolgeverein,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
vereinigt,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Blues,noun,masculine,Blues,,Blues,Blues,Blues,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Ebene,noun,feminine,Ebene,Ebenen,Ebene,Ebene,Ebene,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
II,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Premijer,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Sportivo,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Tallinn,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Cruz,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Grupo,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Rang,noun,masculine,Rang,Ränge,Rang,Range,Rangs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Phnom,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Erstligasaison,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Malaysian,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Vicente,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Diego,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Betriebssportverein,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
IdrÃ¦tsforening,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Finalteilnahmen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
BrasÃ­lia,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Jyutping,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Penh,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Independiente,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Plate,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Katalonien,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Chonburi,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Athen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Auckland,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Bissau,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Klubu,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Futbollistik,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fortaleza,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Liverpool,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Omilos,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Stal,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Quito,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Violett,noun,neuter,Violett,,Violett,Violett,Violetts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Dublin,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Telekom,noun,feminine,Telekom,,Telekom,Telekom,Telekom,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Boa,noun,feminine,Boa,Boas,Boa,Boa,Boa,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Perwenstwo,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Kelab,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Kenyan,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Power,noun,feminine,Power,,Power,Power,Power,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Thimphu,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Asturien,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Cali,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
CittÃ ,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
TT,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Beiname,noun,masculine,Beiname,Beinamen,Beinamen,Beinamen,Beinamens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Suriname,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Nordzypern,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Kenias,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
U23-Mannschaft,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Albion,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Mannschaftskader,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
MacapÃ¡,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Hyundai,noun,masculine,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Westpommern,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Unterstützung,noun,feminine,Unterstützung,Unterstützungen,Unterstützung,Unterstützung,Unterstützung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
CFA,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Cup,noun,masculine,Cup,Cups,Cup,Cup,Cups,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Honduras,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Next,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
S-League,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Culturelle,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Landschaft,noun,feminine,Landschaft,Landschaften,Landschaft,Landschaft,Landschaft,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
ClÃ¡sico,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Verbandsmannschaft,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Übersicht,noun,feminine,Übersicht,Übersichten,Übersicht,Übersicht,Übersicht,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Kiew,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Anhänger,noun,masculine,Anhänger,Anhänger,Anhänger,Anhänger,Anhängers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Historie,noun,feminine,Historie,Historien,Historie,Historie,Historie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Stadtwappen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Tirana,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Forces,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Idrottsförening,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Namensgeber,noun,masculine,Namensgeber,Namensgeber,Namensgeber,Namensgeber,Namensgebers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Hose,noun,feminine,Hose,Hosen,Hose,Hose,Hose,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
AsunciÃ³n,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Kader,noun,neuter,Kader,Kader,Kader,Kader,Kaders,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Slovenska,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Rot-Weiß,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Student,noun,masculine,Student,Studenten,Studenten,Studenten,Studenten,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Miejski,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Seoul,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Carolina,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Vietnam,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Maccabi,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Nogometna,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Regatas,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
US,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Thani,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Nierderlande,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Sportabteilungen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Cups,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Kaduregel,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Judo,noun,neuter,Judo,,Judo,Judo,Judo,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Nemzeti,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
