LemonEntry,partOfSpeech,writtenForm,comparative,superlative,SyntacticFrame,predFrame,sense,reference,oils:boundTo,oils:degree,domain,range,preposition,Question1,SPARQL Question 1,Question 3,SPARQL Question 3,Question 4,sparql 4,Question 5,sparql 5
tall_4,adjective,tall,taller,tallest,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,dbo:height,oils:strong,dbo:SportsTeam,dbo:VolleyballPlayer,of,How tall is X(dbo:Mountain)?,SELECT ?Y WHERE { X dbo:elevation ?Y. },#REF!,SELECT ?Y WHERE { ?Y dbo:elevation ?V } ORDER BY DESC ?Y LIMIT 1,What is the tallest X (dbo:Mountain) in Y(dbo:Country)?,,,
