LemonEntry,partOfSpeech,writtenForm,comparative,superlative_singular,superlative_plural,SyntacticFrame,predFrame,sense,reference,oils:boundTo,oils:degree,domain,range,preposition
nordamerikanisch,adjective,nordamerikanisch,nordamerikanischeren,nordamerikanischstes,nordamerikanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
offen,adjective,offen,offeneren,offenstes,offensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
lang,adjective,lang,längeren,längstes,längsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
spät,adjective,spät,späteren,spätestes,spätesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
früh,adjective,früh,früheren,frühestes,frühesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
stilistisch,adjective,stilistisch,stilistischeren,stilistischstes,stilistischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
neu,adjective,neu,neueren,neustes,neusten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
geschlossen,adjective,geschlossen,geschlosseneren,geschlossenstes,geschlossensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
luxuriös,adjective,luxuriös,luxuriöseren,luxuriösestes,luxuriösesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
einfach,adjective,einfach,einfacheren,einfachstes,einfachsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
klassisch,adjective,klassisch,klassischeren,klassischstes,klassischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
mexikanisch,adjective,mexikanisch,mexikanischeren,mexikanischstes,mexikanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
aktuell,adjective,aktuell,aktuelleren,aktuellstes,aktuellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
vollständig,adjective,vollständig,vollständigeren,vollständigstes,vollständigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
kurz,adjective,kurz,kürzeren,kürzestes,kürzesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
gut,adjective,gut,besseren,bestes,besten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
gehoben,adjective,gehoben,gehobeneren,gehobenstes,gehobensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
alt,adjective,alt,älteren,ältestes,ältesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
hoch,adjective,hoch,höheren,höchstes,höchsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
südamerikanisch,adjective,südamerikanisch,südamerikanischeren,südamerikanischstes,südamerikanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
hinterer,adjective,hinterer,hintereren,hinterstes,hintersten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
mechanisch,adjective,mechanisch,mechanischeren,mechanischstes,mechanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
zahlreich,adjective,zahlreich,zahlreicheren,zahlreichstes,zahlreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
verantwortlich,adjective,verantwortlich,verantwortlicheren,verantwortlichstes,verantwortlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
wesentlich,adjective,wesentlich,wesentlicheren,wesentlichstes,wesentlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
breit,adjective,breit,breiteren,breitestes,breitesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
gering,adjective,gering,geringeren,geringstes,geringsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
speziell,adjective,speziell,spezielleren,speziellstes,speziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
oberer,adjective,oberer,obereren,oberstes,obersten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
unterer,adjective,unterer,untereren,unterstes,untersten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
europäisch,adjective,europäisch,europäischeren,europäischstes,europäischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
weitgehend,adjective,weitgehend,weitergehenden,weitestgehendes,weitestgehenden,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
offiziell,adjective,offiziell,offizielleren,offiziellstes,offiziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
eigenständig,adjective,eigenständig,eigenständigeren,eigenständigstes,eigenständigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
nordamerikanisch,adjective,nordamerikanisch,nordamerikanischeren,nordamerikanischstes,nordamerikanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
deutlich,adjective,deutlich,deutlicheren,deutlichstes,deutlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
offen,adjective,offen,offeneren,offenstes,offensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
gering,adjective,gering,geringeren,geringstes,geringsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
unterschiedlich,adjective,unterschiedlich,unterschiedlicheren,unterschiedlichstes,unterschiedlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
stark,adjective,stark,stärkeren,stärkstes,stärksten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
klein,adjective,klein,kleineren,kleinstes,kleinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
ähnlich,adjective,ähnlich,ähnlicheren,ähnlichstes,ähnlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
speziell,adjective,speziell,spezielleren,speziellstes,speziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
eng,adjective,eng,engeren,engstes,engsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
geringfügig,adjective,geringfügig,geringfügigeren,geringfügigstes,geringfügigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
alternativ,adjective,alternativ,alternativeren,alternativstes,alternativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
stilistisch,adjective,stilistisch,stilistischeren,stilistischstes,stilistischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
vollständig,adjective,vollständig,vollständigeren,vollständigstes,vollständigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
hinterer,adjective,hinterer,hintereren,hinterstes,hintersten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
schnell,adjective,schnell,schnelleren,schnellstes,schnellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
gehoben,adjective,gehoben,gehobeneren,gehobenstes,gehobensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
modern,adjective,modern,moderneren,modernstes,modernsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
wesentlich,adjective,wesentlich,wesentlicheren,wesentlichstes,wesentlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
leicht,adjective,leicht,leichteren,leichtestes,leichtesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
verantwortlich,adjective,verantwortlich,verantwortlicheren,verantwortlichstes,verantwortlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
wichtig,adjective,wichtig,wichtigeren,wichtigstes,wichtigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
bayerisch,adjective,bayerisch,bayerischeren,bayerischstes,bayerischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
luxuriös,adjective,luxuriös,luxuriöseren,luxuriösestes,luxuriösesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
bekannt,adjective,bekannt,bekannteren,bekanntestes,bekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
vollkommen,adjective,vollkommen,vollkommeneren,vollkommenstes,vollkommensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
nah,adjective,nah,näheren,nächstes,nächsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
südamerikanisch,adjective,südamerikanisch,südamerikanischeren,südamerikanischstes,südamerikanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
klassisch,adjective,klassisch,klassischeren,klassischstes,klassischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
geschlossen,adjective,geschlossen,geschlosseneren,geschlossenstes,geschlossensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
mexikanisch,adjective,mexikanisch,mexikanischeren,mexikanischstes,mexikanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
ukrainisch,adjective,ukrainisch,ukrainischeren,ukrainischstes,ukrainischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
wirtschaftlich,adjective,wirtschaftlich,wirtschaftlicheren,wirtschaftlichstes,wirtschaftlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
teuer,adjective,teuer,teureren,teuerstes,teuersten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
teuer,adjective,teuer,teureren,teuerstes,teuersten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
bayerisch,adjective,bayerisch,bayerischeren,bayerischstes,bayerischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
gemein,adjective,gemein,gemeineren,gemeinstes,gemeinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
schwer,adjective,schwer,schwereren,schwerstes,schwersten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
heimisch,adjective,heimisch,heimischeren,heimischstes,heimischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
geschützt,adjective,geschützt,geschützteren,geschütztestes,geschütztesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
einfach,adjective,einfach,einfacheren,einfachstes,einfachsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
öffentlich,adjective,öffentlich,öffentlicheren,öffentlichstes,öffentlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
regelmäßig,adjective,regelmäßig,regelmäßigeren,regelmäßigstes,regelmäßigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
schnell,adjective,schnell,schnelleren,schnellstes,schnellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
typisch,adjective,typisch,typischeren,typischstes,typischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
beliebt,adjective,beliebt,beliebteren,beliebtestes,beliebtesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
schwach,adjective,schwach,schwächeren,schwächstes,schwächsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
niedrig,adjective,niedrig,niedrigeren,niedrigstes,niedrigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
genau,adjective,genau,genaueren,genaustes,genausten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
breit,adjective,breit,breiteren,breitestes,breitesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
konventionell,adjective,konventionell,konventionelleren,konventionellstes,konventionellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
allgemein,adjective,allgemein,allgemeineren,allgemeinstes,allgemeinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
normal,adjective,normal,normaleren,normalstes,normalsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
direkt,adjective,direkt,direkteren,direktestes,direktesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
öffentlich,adjective,öffentlich,öffentlicheren,öffentlichstes,öffentlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
extrem,adjective,extrem,extremeren,extremstes,extremsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
geplant,adjective,geplant,geplanteren,geplantestes,geplantesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
relativ,adjective,relativ,relativeren,relativstes,relativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
durchschnittlich,adjective,durchschnittlich,durchschnittlicheren,durchschnittlichstes,durchschnittlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
privat,adjective,privat,privateren,privatestes,privatesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
höherwertig,adjective,höherwertig,höherwertigeren,höherwertigstes,höherwertigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
exklusiv,adjective,exklusiv,exklusiveren,exklusivstes,exklusivsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
günstig,adjective,günstig,günstigeren,günstigstes,günstigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
beliebt,adjective,beliebt,beliebteren,beliebtestes,beliebtesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
inoffiziell,adjective,inoffiziell,inoffizielleren,inoffiziellstes,inoffiziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
allgemein,adjective,allgemein,allgemeineren,allgemeinstes,allgemeinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
gemäß,adjective,gemäß,gemäßeren,gemäßestes,gemäßesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
regelmäßig,adjective,regelmäßig,regelmäßigeren,regelmäßigstes,regelmäßigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
typisch,adjective,typisch,typischeren,typischstes,typischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
üblich,adjective,üblich,üblicheren,üblichstes,üblichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
bekannt,adjective,bekannt,bekannteren,bekanntestes,bekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
nah,adjective,nah,näheren,nächstes,nächsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
verwandt,adjective,verwandt,verwandteren,verwandtestes,verwandtesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
vollkommen,adjective,vollkommen,vollkommeneren,vollkommenstes,vollkommensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
normal,adjective,normal,normaleren,normalstes,normalsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/successor,oils:high,dbo:Person,dbo:Person,in
gemäß,adjective,gemäß,gemäßeren,gemäßestes,gemäßesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
inoffiziell,adjective,inoffiziell,inoffizielleren,inoffiziellstes,inoffiziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/height,oils:high,dbo:Person,dbo:Person,in
indonesisch,adjective,indonesisch,indonesischeren,indonesischstes,indonesischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
erfolgreich,adjective,erfolgreich,erfolgreicheren,erfolgreichstes,erfolgreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
deutsch,adjective,deutsch,deutscheren,deutschestes,deutschesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
britisch,adjective,britisch,britischeren,britischstes,britischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
britisch,adjective,britisch,britischeren,britischstes,britischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/author,oils:high,dbo:Person,dbo:Person,in
bekannt,adjective,bekannt,bekannteren,bekanntestes,bekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
häufig,adjective,häufig,häufigeren,häufigstes,häufigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
deutsch,adjective,deutsch,deutscheren,deutschestes,deutschesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
ursprünglich,adjective,ursprünglich,ursprünglicheren,ursprünglichstes,ursprünglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
groß,adjective,groß,grösseren,grössestes,grössesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
deutsch,adjective,deutsch,deutscheren,deutschestes,deutschesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
österreichisch,adjective,österreichisch,österreichischeren,österreichischstes,österreichischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
britisch,adjective,britisch,britischeren,britischstes,britischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
britisch,adjective,britisch,britischeren,britischstes,britischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
aktiv,adjective,aktiv,aktiveren,aktivstes,aktivsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
erfolgreich,adjective,erfolgreich,erfolgreicheren,erfolgreichstes,erfolgreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
österreichisch,adjective,österreichisch,österreichischeren,österreichischstes,österreichischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
