LemonEntry,partOfSpeech,writtenForm,comparative,superlative_singular,superlative_plural,SyntacticFrame,predFrame,sense,reference,oils:boundTo,oils:degree,domain,range,preposition
mexikanisch,adjective,mexikanisch,mexikanischeren,mexikanischstes,mexikanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
nordrhein-westfälisch,adjective,nordrhein-westfälisch,nordrhein-westfälischeren,nordrhein-westfälischstes,nordrhein-westfälischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
niederländisch,adjective,niederländisch,niederländischeren,niederländischstes,niederländischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
sozialistisch,adjective,sozialistisch,sozialistischeren,sozialistischstes,sozialistischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/nationality,oils:high,dbo:Person,dbo:Person,in
wunderbar,adjective,wunderbar,wunderbareren,wunderbarstes,wunderbarsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/writer,oils:high,dbo:Person,dbo:Person,in
fiktiv,adjective,fiktiv,fiktiveren,fiktivstes,fiktivsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
schwach,adjective,schwach,schwächeren,schwächstes,schwächsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
lose,adjective,lose,loseren,losestes,losesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
schwach,adjective,schwach,schwächeren,schwächstes,schwächsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
aktuell,adjective,aktuell,aktuelleren,aktuellstes,aktuellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
verantwortlich,adjective,verantwortlich,verantwortlicheren,verantwortlichstes,verantwortlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
regelmäßig,adjective,regelmäßig,regelmäßigeren,regelmäßigstes,regelmäßigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
österreichisch,adjective,österreichisch,österreichischeren,österreichischstes,österreichischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
schwach,adjective,schwach,schwächeren,schwächstes,schwächsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
regelmäßig,adjective,regelmäßig,regelmäßigeren,regelmäßigstes,regelmäßigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
niederländisch,adjective,niederländisch,niederländischeren,niederländischstes,niederländischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
umfassend,adjective,umfassend,umfassenderen,umfassendstes,umfassendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
jung,adjective,jung,jüngeren,jüngstes,jüngsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
aktuell,adjective,aktuell,aktuelleren,aktuellstes,aktuellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
gering,adjective,gering,geringeren,geringstes,geringsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
durchschnittlich,adjective,durchschnittlich,durchschnittlicheren,durchschnittlichstes,durchschnittlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
lang,adjective,lang,längeren,längstes,längsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
speziell,adjective,speziell,spezielleren,speziellstes,speziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
dänisch,adjective,dänisch,dänischeren,dänischstes,dänischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
gering,adjective,gering,geringeren,geringstes,geringsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
durchschnittlich,adjective,durchschnittlich,durchschnittlicheren,durchschnittlichstes,durchschnittlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
privat,adjective,privat,privateren,privatestes,privatesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
erfolgreich,adjective,erfolgreich,erfolgreicheren,erfolgreichstes,erfolgreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
exklusiv,adjective,exklusiv,exklusiveren,exklusivstes,exklusivsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
europäisch,adjective,europäisch,europäischeren,europäischstes,europäischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
gering,adjective,gering,geringeren,geringstes,geringsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
dramatisch,adjective,dramatisch,dramatischeren,dramatischstes,dramatischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
schwarz,adjective,schwarz,schwarzeren,schwarzestes,schwarzesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
schwach,adjective,schwach,schwächeren,schwächstes,schwächsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
alltäglich,adjective,alltäglich,alltäglicheren,alltäglichstes,alltäglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
abgeschlossen,adjective,abgeschlossen,abgeschlossneren,abgeschlossenstes,abgeschlossensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
kurios,adjective,kurios,kurioseren,kuriosestes,kuriosesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
versteckt,adjective,versteckt,versteckteren,verstecktestes,verstecktesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
berühmt,adjective,berühmt,berühmteren,berühmtestes,berühmtesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
alltäglich,adjective,alltäglich,alltäglicheren,alltäglichstes,alltäglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
niedrig,adjective,niedrig,niedrigeren,niedrigstes,niedrigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
satirisch,adjective,satirisch,satirischeren,satirischstes,satirischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
schlecht,adjective,schlecht,schlechteren,schlechtestes,schlechtesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
relativ,adjective,relativ,relativeren,relativstes,relativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
niedrig,adjective,niedrig,niedrigeren,niedrigstes,niedrigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
umfassend,adjective,umfassend,umfassenderen,umfassendstes,umfassendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
regelmäßig,adjective,regelmäßig,regelmäßigeren,regelmäßigstes,regelmäßigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
real,adjective,real,realeren,realstes,realsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
umfassend,adjective,umfassend,umfassenderen,umfassendstes,umfassendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
alltäglich,adjective,alltäglich,alltäglicheren,alltäglichstes,alltäglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
exklusiv,adjective,exklusiv,exklusiveren,exklusivstes,exklusivsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
hoch,adjective,hoch,höheren,höchstes,höchsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
hoch,adjective,hoch,höheren,höchstes,höchsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
umfassend,adjective,umfassend,umfassenderen,umfassendstes,umfassendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
politisch,adjective,politisch,politischeren,politischstes,politischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
historisch,adjective,historisch,historischeren,historischstes,historischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
flämisch,adjective,flämisch,flämischeren,flämischstes,flämischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
versteckt,adjective,versteckt,versteckteren,verstecktestes,verstecktesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
normal,adjective,normal,normaleren,normalstes,normalsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
unregelmäßig,adjective,unregelmäßig,unregelmäßigeren,unregelmäßigstes,unregelmäßigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
relativ,adjective,relativ,relativeren,relativstes,relativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
populär,adjective,populär,populäreren,populärstes,populärsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
ungewöhnlich,adjective,ungewöhnlich,ungewöhnlicheren,ungewöhnlichstes,ungewöhnlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
rot,adjective,rot,roteren,rotestes,rotesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
wahr,adjective,wahr,wahreren,wahrstes,wahrsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
kurzlebig,adjective,kurzlebig,kurzlebigeren,kurzlebigstes,kurzlebigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
abgeschlossen,adjective,abgeschlossen,abgeschlossneren,abgeschlossenstes,abgeschlossensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
unheimlich,adjective,unheimlich,unheimlicheren,unheimlichstes,unheimlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
zentral,adjective,zentral,zentraleren,zentralstes,zentralsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
durchschnittlich,adjective,durchschnittlich,durchschnittlicheren,durchschnittlichstes,durchschnittlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
unheimlich,adjective,unheimlich,unheimlicheren,unheimlichstes,unheimlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
unheimlich,adjective,unheimlich,unheimlicheren,unheimlichstes,unheimlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
jugendlich,adjective,jugendlich,jugendlicheren,jugendlichstes,jugendlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
geheim,adjective,geheim,geheimeren,geheimstes,geheimsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
regulär,adjective,regulär,reguläreren,regulärstes,regulärsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
exklusiv,adjective,exklusiv,exklusiveren,exklusivstes,exklusivsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
geplant,adjective,geplant,geplanteren,geplantestes,geplantesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
kurzlebig,adjective,kurzlebig,kurzlebigeren,kurzlebigstes,kurzlebigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
prominent,adjective,prominent,prominenteren,prominentestes,prominentesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
eigentlich,adjective,eigentlich,eigentlicheren,eigentlichstes,eigentlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
flämisch,adjective,flämisch,flämischeren,flämischstes,flämischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
befreundet,adjective,befreundet,befreundeteren,befreundetstes,befreundetsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
versteckt,adjective,versteckt,versteckteren,verstecktestes,verstecktesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
magisch,adjective,magisch,magischeren,magischstes,magischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
weiblich,adjective,weiblich,weiblicheren,weiblichstes,weiblichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
zentral,adjective,zentral,zentraleren,zentralstes,zentralsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
geheim,adjective,geheim,geheimeren,geheimstes,geheimsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
unbekannt,adjective,unbekannt,unbekannteren,unbekanntestes,unbekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
spanisch,adjective,spanisch,spanischeren,spanischstes,spanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
geheim,adjective,geheim,geheimeren,geheimstes,geheimsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
speziell,adjective,speziell,spezielleren,speziellstes,speziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
örtlich,adjective,örtlich,örtlicheren,örtlichstes,örtlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
unheimlich,adjective,unheimlich,unheimlicheren,unheimlichstes,unheimlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
persönlich,adjective,persönlich,persönlicheren,persönlichstes,persönlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
unbekannt,adjective,unbekannt,unbekannteren,unbekanntestes,unbekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
unmittelbar,adjective,unmittelbar,unmittelbareren,unmittelbarstes,unmittelbarsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
eigentlich,adjective,eigentlich,eigentlicheren,eigentlichstes,eigentlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
stilisiert,adjective,stilisiert,stilisierteren,stilisiertestes,stilisiertesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
gering,adjective,gering,geringeren,geringstes,geringsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
humoristisch,adjective,humoristisch,humoristischeren,humoristischstes,humoristischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
regulär,adjective,regulär,reguläreren,regulärstes,regulärsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
örtlich,adjective,örtlich,örtlicheren,örtlichstes,örtlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
magisch,adjective,magisch,magischeren,magischstes,magischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
heutig,adjective,heutig,heutigeren,heutigstes,heutigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
unregelmäßig,adjective,unregelmäßig,unregelmäßigeren,unregelmäßigstes,unregelmäßigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
menschlich,adjective,menschlich,menschlicheren,menschlichstes,menschlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
heutig,adjective,heutig,heutigeren,heutigstes,heutigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
tödlich,adjective,tödlich,tödlicheren,tödlichstes,tödlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
magisch,adjective,magisch,magischeren,magischstes,magischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
unbekannt,adjective,unbekannt,unbekannteren,unbekanntestes,unbekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
persönlich,adjective,persönlich,persönlicheren,persönlichstes,persönlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
unheimlich,adjective,unheimlich,unheimlicheren,unheimlichstes,unheimlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
örtlich,adjective,örtlich,örtlicheren,örtlichstes,örtlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
teuer,adjective,teuer,teureren,teuerstes,teuersten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
bayerisch,adjective,bayerisch,bayerischeren,bayerischstes,bayerischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
heutig,adjective,heutig,heutigeren,heutigstes,heutigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
kurz,adjective,kurz,kürzeren,kürzestes,kürzesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
schwach,adjective,schwach,schwächeren,schwächstes,schwächsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
exklusiv,adjective,exklusiv,exklusiveren,exklusivstes,exklusivsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
abgeschlossen,adjective,abgeschlossen,abgeschlossneren,abgeschlossenstes,abgeschlossensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/developer,oils:high,dbo:Person,dbo:Person,in
genau,adjective,genau,genaueren,genaustes,genausten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
mysteriös,adjective,mysteriös,mysteriöseren,mysteriösestes,mysteriösesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/language,oils:high,dbo:Person,dbo:Person,in
aktuell,adjective,aktuell,aktuelleren,aktuellstes,aktuellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
teuer,adjective,teuer,teureren,teuerstes,teuersten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/country,oils:high,dbo:Person,dbo:Person,in
abgeschlossen,adjective,abgeschlossen,abgeschlossneren,abgeschlossenstes,abgeschlossensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
durchschnittlich,adjective,durchschnittlich,durchschnittlicheren,durchschnittlichstes,durchschnittlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/musicComposer,oils:high,dbo:Person,dbo:Person,in
umfassend,adjective,umfassend,umfassenderen,umfassendstes,umfassendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/starring,oils:high,dbo:Person,dbo:Person,in
