LemonEntry,partOfSpeech,writtenForm,SyntacticFrame,copulativeSubject,attributiveArg,sense,reference,owl:onProperty,owl:hasValue,domain,range,question (attributive use),sparql1,question2 (predicative use),sparql2
australian,adjective,australian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Australia,dbo:Film,dbo:Film,"Give me australian (dbo:country res:Australia)(dbo:Film,X).",SELECT ?X WHERE { X dbo:country res:Australia ;  rdf:type dbo:Film},"which (dbo:Film,X) is australian (dbo:country res:Australia)?",
