LemonEntry,partOfSpeech,writtenForm,SyntacticFrame,copulativeSubject,attributiveArg,sense,reference,owl:onProperty,owl:hasValue,domain,range
lang,adjective,lang,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
wechselnd,adjective,wechselnd,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
tschechisch,adjective,tschechisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
offiziell,adjective,offiziell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
stilisiert,adjective,stilisiert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
alternativ,adjective,alternativ,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
experimentell,adjective,experimentell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
hart,adjective,hart,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
progressiv,adjective,progressiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
genannt,adjective,genannt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
technisch,adjective,technisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
israelisch,adjective,israelisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
kolumbianisch,adjective,kolumbianisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
legendär,adjective,legendär,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
verblieben,adjective,verblieben,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
sozial,adjective,sozial,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
ukrainisch,adjective,ukrainisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
enthalten,adjective,enthalten,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
alternativ,adjective,alternativ,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
endgültig,adjective,endgültig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
einzeln,adjective,einzeln,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
volkstümlich,adjective,volkstümlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
serbisch,adjective,serbisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
unbestimmt,adjective,unbestimmt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
langjährig,adjective,langjährig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
weit,adjective,weit,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
wesentlich,adjective,wesentlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
regelmäßig,adjective,regelmäßig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
intensiv,adjective,intensiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
hebräisch,adjective,hebräisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
inhaltlich,adjective,inhaltlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
genau,adjective,genau,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
mittelalterlich,adjective,mittelalterlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
speziell,adjective,speziell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
jeweilig,adjective,jeweilig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
vollständig,adjective,vollständig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
breit,adjective,breit,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
künstlerisch,adjective,künstlerisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
zunehmend,adjective,zunehmend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
ansässig,adjective,ansässig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
aktuell,adjective,aktuell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
zwischenzeitlich,adjective,zwischenzeitlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
orientiert,adjective,orientiert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
kroatisch,adjective,kroatisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
ähnlich,adjective,ähnlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
aggressiv,adjective,aggressiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
komplett,adjective,komplett,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
gleichzeitig,adjective,gleichzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
extrem,adjective,extrem,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
gewiß,adjective,gewiß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
massiv,adjective,massiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
übrig,adjective,übrig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
befreundet,adjective,befreundet,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
vorhanden,adjective,vorhanden,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
südafrikanisch,adjective,südafrikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
ungarisch,adjective,ungarisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
griechisch,adjective,griechisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
frei,adjective,frei,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
zeitgenössisch,adjective,zeitgenössisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
türkisch,adjective,türkisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
jung,adjective,jung,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
entscheidend,adjective,entscheidend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
historisch,adjective,historisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
existierend,adjective,existierend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
relativ,adjective,relativ,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
folgend,adjective,folgend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
weiblich,adjective,weiblich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
fest,adjective,fest,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
instrumental,adjective,instrumental,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
offiziell,adjective,offiziell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
weitgehend,adjective,weitgehend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
englischsprachig,adjective,englischsprachig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
national,adjective,national,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
erschienen,adjective,erschienen,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
schwer,adjective,schwer,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
primär,adjective,primär,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
fünfköpfig,adjective,fünfköpfig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
sporadisch,adjective,sporadisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
inaktiv,adjective,inaktiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
stilisiert,adjective,stilisiert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/founder,,dbo:Person,dbo:Person
kalifornisch,adjective,kalifornisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
südkoreanisch,adjective,südkoreanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
aufgelöst,adjective,aufgelöst,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/bandMember,,dbo:Person,dbo:Person
aktiv,adjective,aktiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/award,,dbo:Person,dbo:Person
professionell,adjective,professionell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/award,,dbo:Person,dbo:Person
gesamt,adjective,gesamt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
gesamt,adjective,gesamt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
gesamt,adjective,gesamt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/award,,dbo:Person,dbo:Person
verschieden,adjective,verschieden,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/award,,dbo:Person,dbo:Person
nordamerikanisch,adjective,nordamerikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
aktuell,adjective,aktuell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/award,,dbo:Person,dbo:Person
erfolgreich,adjective,erfolgreich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/award,,dbo:Person,dbo:Person
amerikanisch,adjective,amerikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/award,,dbo:Person,dbo:Person
nordamerikanisch,adjective,nordamerikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/award,,dbo:Person,dbo:Person
professionell,adjective,professionell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
posthum,adjective,posthum,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
posthum,adjective,posthum,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
dotiert,adjective,dotiert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
dotiert,adjective,dotiert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
kurzzeitig,adjective,kurzzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
kurzzeitig,adjective,kurzzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
direkt,adjective,direkt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
kyrillisch,adjective,kyrillisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
kyrillisch,adjective,kyrillisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
jeweilig,adjective,jeweilig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
litauisch,adjective,litauisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
litauisch,adjective,litauisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
durchschnittlich,adjective,durchschnittlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
bedeutend,adjective,bedeutend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
regulär,adjective,regulär,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
erzielt,adjective,erzielt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
erzielt,adjective,erzielt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
regulär,adjective,regulär,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
bedeutend,adjective,bedeutend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
jahrelang,adjective,jahrelang,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
einzeln,adjective,einzeln,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
jahrelang,adjective,jahrelang,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
gewonnen,adjective,gewonnen,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
gewonnen,adjective,gewonnen,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
osteuropäisch,adjective,osteuropäisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
einsetzbar,adjective,einsetzbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
momentan,adjective,momentan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
dortig,adjective,dortig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
osteuropäisch,adjective,osteuropäisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
momentan,adjective,momentan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
einsetzbar,adjective,einsetzbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
