"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","SyntacticFrame","subject","directObject","sense","reference","domain","range","passivePreposition","value","filename","gram"
"lexicalEntry-3217","verb","held","held","held","held","TransitiveFrame","range","domain","1","dbp:country","dbo:River","dbo:Country","by","0.982749641513442","dbp:country","1-gram"
"lexicalEntry-3218","verb","held","held","held","held","TransitiveFrame","domain","range","1","dbp:country","dbo:River","dbo:Country","by","0.982749641513442","dbp:country","1-gram"
