"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-4586","verb","released","released","released","released","in","IntransitivePPFrame","domain","range","1","dbo:writer","dbo:Song","dbo:Person","""0.752929612505669""","dbo:writer","""""""1-gram"""""""
"lexicalEntry-4587","verb","released","released","released","released","in","IntransitivePPFrame","range","domain","1","dbo:writer","dbo:Song","dbo:Person","""0.752929612505669""","dbo:writer","""""""1-gram"""""""
