"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2178","verb","born","born","born","born","in","IntransitivePPFrame","domain","range","1","dbo:nationality","dbo:Person","dbo:Country","""0.871126519916465""","dbo:nationality","""""""1-gram"""""""
"lexicalEntry-2179","verb","born","born","born","born","in","IntransitivePPFrame","range","domain","1","dbo:nationality","dbo:Person","dbo:Country","""0.871126519916465""","dbo:nationality","""""""1-gram"""""""
