"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-662","verb","discover","discovers","discovered","discovered","in","IntransitivePPFrame","domain","range","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.864217541099733""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-663","verb","discover","discovers","discovered","discovered","in","IntransitivePPFrame","range","domain","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.864217541099733""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-672","verb","it discovered","it discovered","it discovered","it discovered","in","IntransitivePPFrame","domain","range","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.789134686711239""","dbo:discoverer","""""""3-gram"""""""
"lexicalEntry-673","verb","it discovered","it discovered","it discovered","it discovered","in","IntransitivePPFrame","range","domain","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.789134686711239""","dbo:discoverer","""""""3-gram"""""""
"lexicalEntry-674","verb","named","named","named","named","in","IntransitivePPFrame","domain","range","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.776908628746555""","dbo:discoverer","""""""1-gram"""""""
"lexicalEntry-675","verb","named","named","named","named","in","IntransitivePPFrame","range","domain","1","dbo:discoverer","dbo:Planet","dbo:Person","""0.776908628746555""","dbo:discoverer","""""""1-gram"""""""
