"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-3811","verb","born","born","born","born","in","IntransitivePPFrame","domain","range","1","dbo:party","dbo:Person","dbo:PoliticalParty","""0.83161008387391""","dbo:party","""""""1-gram"""""""
"lexicalEntry-3812","verb","born","born","born","born","in","IntransitivePPFrame","range","domain","1","dbo:party","dbo:Person","dbo:PoliticalParty","""0.83161008387391""","dbo:party","""""""1-gram"""""""
