"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-3133","verb","publish","publishes","published","published","in","IntransitivePPFrame","domain","range","1","dbp:alterEgo","dbo:ComicsCharacter","dbo:Person/xsd:string","""0.296679189519138""","dbp:alterEgo","""""""1-gram"""""""
"lexicalEntry-3134","verb","publish","publishes","published","published","in","IntransitivePPFrame","range","domain","1","dbp:alterEgo","dbo:ComicsCharacter","dbo:Person/xsd:string","""0.296679189519138""","dbp:alterEgo","""""""1-gram"""""""
"lexicalEntry-3135","verb","appeared","appeared","appeared","appeared","in","IntransitivePPFrame","domain","range","1","dbp:alterEgo","dbo:ComicsCharacter","dbo:Person/xsd:string","""0.292843694474536""","dbp:alterEgo","""""""1-gram"""""""
"lexicalEntry-3136","verb","appeared","appeared","appeared","appeared","in","IntransitivePPFrame","range","domain","1","dbp:alterEgo","dbo:ComicsCharacter","dbo:Person/xsd:string","""0.292843694474536""","dbp:alterEgo","""""""1-gram"""""""
"lexicalEntry-3137","verb","published by","published by","published by","published by","by","IntransitivePPFrame","domain","range","1","dbp:alterEgo","dbo:ComicsCharacter","dbo:Person/xsd:string","""0.292571303576447""","dbp:alterEgo","""""""2-gram"""""""
"lexicalEntry-3138","verb","published by","published by","published by","published by","by","IntransitivePPFrame","range","domain","1","dbp:alterEgo","dbo:ComicsCharacter","dbo:Person/xsd:string","""0.292571303576447""","dbp:alterEgo","""""""2-gram"""""""
