"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","SyntacticFrame","subject","directObject","sense","reference","domain","range","passivePreposition","value","filename","gram"
"lexicalEntry-2225","verb","aired","aired","aired","aired","TransitiveFrame","range","domain","1","dbo:numberOfSeasons","dbo:TelevisionShow","xsd:nonNegativeInteger","by","0.462700967678792","dbo:numberOfSeasons","1-gram"
"lexicalEntry-2226","verb","aired","aired","aired","aired","TransitiveFrame","domain","range","1","dbo:numberOfSeasons","dbo:TelevisionShow","xsd:nonNegativeInteger","by","0.462700967678792","dbo:numberOfSeasons","1-gram"
"lexicalEntry-2229","verb","aired on","aired on","aired on","aired on","TransitiveFrame","range","domain","1","dbo:numberOfSeasons","dbo:TelevisionShow","xsd:nonNegativeInteger","by","0.384433561569459","dbo:numberOfSeasons","2-gram"
"lexicalEntry-2230","verb","aired on","aired on","aired on","aired on","TransitiveFrame","domain","range","1","dbo:numberOfSeasons","dbo:TelevisionShow","xsd:nonNegativeInteger","by","0.384433561569459","dbo:numberOfSeasons","2-gram"
"lexicalEntry-2231","verb","create","creates","created","created","TransitiveFrame","range","domain","1","dbo:numberOfSeasons","dbo:TelevisionShow","xsd:nonNegativeInteger","by","0.383406067040889","dbo:numberOfSeasons","1-gram"
"lexicalEntry-2232","verb","create","creates","created","created","TransitiveFrame","domain","range","1","dbo:numberOfSeasons","dbo:TelevisionShow","xsd:nonNegativeInteger","by","0.383406067040889","dbo:numberOfSeasons","1-gram"
