"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","SyntacticFrame","subject","directObject","sense","reference","domain","range","passivePreposition","value","filename","gram"
"lexicalEntry-65","verb","ruled","ruled","ruled","ruled","TransitiveFrame","range","domain","1","dbo:capital","dbo:Country","dbo:City","by","0.391823156039645","dbo:capital","1-gram"
"lexicalEntry-66","verb","ruled","ruled","ruled","ruled","TransitiveFrame","domain","range","1","dbo:capital","dbo:Country","dbo:City","by","0.391823156039645","dbo:capital","1-gram"
