"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-919","verb","found","found","founded","founded","in","IntransitivePPFrame","domain","range","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.51612548683516""","dbo:foundedBy","""""""1-gram"""""""
"lexicalEntry-920","verb","found","found","founded","founded","in","IntransitivePPFrame","range","domain","1","dbo:foundedBy","dbo:Agent","dbo:Pope","""0.51612548683516""","dbo:foundedBy","""""""1-gram"""""""
