"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-4016","verb","released","released","released","released","in","IntransitivePPFrame","domain","range","1","dbo:producer","dbo:Film","dbo:Company","""0.710758544878464""","dbo:producer","""""""1-gram"""""""
"lexicalEntry-4017","verb","released","released","released","released","in","IntransitivePPFrame","range","domain","1","dbo:producer","dbo:Film","dbo:Company","""0.710758544878464""","dbo:producer","""""""1-gram"""""""
