"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2132","verb","produce","produces","produced","produced","in","IntransitivePPFrame","domain","range","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.480644995215278""","dbo:musicComposer","""""""1-gram"""""""
"lexicalEntry-2133","verb","produce","produces","produced","produced","in","IntransitivePPFrame","range","domain","1","dbo:musicComposer","dbo:Film","dbo:Person","""0.480644995215278""","dbo:musicComposer","""""""1-gram"""""""
