"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-701","verb","expanded","expanded","expanded","expanded","in","IntransitivePPFrame","domain","range","1","dbo:dissolutionDate","dbo:Place","xsd:date","""0.534224450635342""","dbo:dissolutionDate","""""""1-gram"""""""
"lexicalEntry-702","verb","expanded","expanded","expanded","expanded","in","IntransitivePPFrame","range","domain","1","dbo:dissolutionDate","dbo:Place","xsd:date","""0.534224450635342""","dbo:dissolutionDate","""""""1-gram"""""""
