"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-3442","verb","formed","formed","formed","formed","in","IntransitivePPFrame","domain","range","1","dbo:bandMember","dbo:Band","dbo:MusicalArtist","""0.379507225439805""","dbo:bandMember","""""""1-gram"""""""
"lexicalEntry-3443","verb","formed","formed","formed","formed","in","IntransitivePPFrame","range","domain","1","dbo:bandMember","dbo:Band","dbo:MusicalArtist","""0.379507225439805""","dbo:bandMember","""""""1-gram"""""""
"lexicalEntry-3446","verb","formed in","formed in","formed in","formed in","in","IntransitivePPFrame","domain","range","1","dbo:bandMember","dbo:Band","dbo:MusicalArtist","""0.339735735702171""","dbo:bandMember","""""""2-gram"""""""
"lexicalEntry-3447","verb","formed in","formed in","formed in","formed in","in","IntransitivePPFrame","range","domain","1","dbo:bandMember","dbo:Band","dbo:MusicalArtist","""0.339735735702171""","dbo:bandMember","""""""2-gram"""""""
"lexicalEntry-3458","verb","released","released","released","released","in","IntransitivePPFrame","domain","range","1","dbo:bandMember","dbo:Band","dbo:MusicalArtist","""0.272537628796748""","dbo:bandMember","""""""1-gram"""""""
"lexicalEntry-3459","verb","released","released","released","released","in","IntransitivePPFrame","range","domain","1","dbo:bandMember","dbo:Band","dbo:MusicalArtist","""0.272537628796748""","dbo:bandMember","""""""1-gram"""""""
