"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-547","verb","released","released","released","released","in","IntransitivePPFrame","domain","range","1","dbo:developer","dbo:VideoGame","dbo:Agent","""0.718934517660646""","dbo:developer","""""""1-gram"""""""
"lexicalEntry-548","verb","released","released","released","released","in","IntransitivePPFrame","range","domain","1","dbo:developer","dbo:VideoGame","dbo:Agent","""0.718934517660646""","dbo:developer","""""""1-gram"""""""
"lexicalEntry-555","verb","publish","publishes","published","published","in","IntransitivePPFrame","domain","range","1","dbo:developer","dbo:VideoGame","dbo:Agent","""0.63723654908352""","dbo:developer","""""""1-gram"""""""
"lexicalEntry-556","verb","publish","publishes","published","published","in","IntransitivePPFrame","range","domain","1","dbo:developer","dbo:VideoGame","dbo:Agent","""0.63723654908352""","dbo:developer","""""""1-gram"""""""
"lexicalEntry-559","verb","published by","published by","published by","published by","by","IntransitivePPFrame","domain","range","1","dbo:developer","dbo:VideoGame","dbo:Agent","""0.611598881027824""","dbo:developer","""""""2-gram"""""""
"lexicalEntry-560","verb","published by","published by","published by","published by","by","IntransitivePPFrame","range","domain","1","dbo:developer","dbo:VideoGame","dbo:Agent","""0.611598881027824""","dbo:developer","""""""2-gram"""""""
