"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2827","verb","portrayed","portrayed","portrayed","portrayed","in","IntransitivePPFrame","domain","range","1","dbo:spouse","dbo:Person","dbo:Person","""0.417551093601346""","dbo:spouse","""""""1-gram"""""""
"lexicalEntry-2828","verb","portrayed","portrayed","portrayed","portrayed","in","IntransitivePPFrame","range","domain","1","dbo:spouse","dbo:Person","dbo:Person","""0.417551093601346""","dbo:spouse","""""""1-gram"""""""
