"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","SyntacticFrame","subject","directObject","sense","reference","domain","range","passivePreposition","value","filename","gram"
"lexicalEntry-618","verb","direct","directs","directed","directed","TransitiveFrame","range","domain","1","dbo:director","dbo:Film","dbo:Person","by","0.863846870688512","dbo:director","1-gram"
"lexicalEntry-619","verb","direct","directs","directed","directed","TransitiveFrame","domain","range","1","dbo:director","dbo:Film","dbo:Person","by","0.863846870688512","dbo:director","1-gram"
"lexicalEntry-620","verb","directed by","directed by","directed by","directed by","TransitiveFrame","range","domain","1","dbo:director","dbo:Film","dbo:Person","by","0.846449614091409","dbo:director","2-gram"
"lexicalEntry-621","verb","directed by","directed by","directed by","directed by","TransitiveFrame","domain","range","1","dbo:director","dbo:Film","dbo:Person","by","0.846449614091409","dbo:director","2-gram"
