"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-2913","verb","born","born","born","born","in","IntransitivePPFrame","domain","range","1","dbo:successor","dbo:Politician","dbo:Person","""0.892413309600162""","dbo:successor","""""""1-gram"""""""
"lexicalEntry-2914","verb","born","born","born","born","in","IntransitivePPFrame","range","domain","1","dbo:successor","dbo:Politician","dbo:Person","""0.892413309600162""","dbo:successor","""""""1-gram"""""""
