"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","SyntacticFrame","subject","directObject","sense","reference","domain","range","passivePreposition","value","filename","gram"
"lexicalEntry-1510","verb","made","made","made","made","TransitiveFrame","range","domain","1","dbo:ingredient","dbo:Food","owl:Thing","by","0.626984823843815","dbo:ingredient","1-gram"
"lexicalEntry-1511","verb","made","made","made","made","TransitiveFrame","domain","range","1","dbo:ingredient","dbo:Food","owl:Thing","by","0.626984823843815","dbo:ingredient","1-gram"
"lexicalEntry-1516","verb","serve","serves","served","served","TransitiveFrame","range","domain","1","dbo:ingredient","dbo:Food","owl:Thing","by","0.44106175522644","dbo:ingredient","1-gram"
"lexicalEntry-1517","verb","serve","serves","served","served","TransitiveFrame","domain","range","1","dbo:ingredient","dbo:Food","owl:Thing","by","0.44106175522644","dbo:ingredient","1-gram"
"lexicalEntry-1522","verb","made from","made from","made from","made from","TransitiveFrame","range","domain","1","dbo:ingredient","dbo:Food","owl:Thing","by","0.38082697728264","dbo:ingredient","2-gram"
"lexicalEntry-1523","verb","made from","made from","made from","made from","TransitiveFrame","domain","range","1","dbo:ingredient","dbo:Food","owl:Thing","by","0.38082697728264","dbo:ingredient","2-gram"
