"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","SyntacticFrame","subject","directObject","sense","reference","domain","range","passivePreposition","value","filename","gram"
"lexicalEntry-846","verb","licensed to","licensed to","licensed to","licensed to","TransitiveFrame","range","domain","1","dbo:firstAirDate","dbo:TelevisionSeason","xsd:date","by","0.798396769529098","dbo:firstAirDate","2-gram"
"lexicalEntry-847","verb","licensed to","licensed to","licensed to","licensed to","TransitiveFrame","domain","range","1","dbo:firstAirDate","dbo:TelevisionSeason","xsd:date","by","0.798396769529098","dbo:firstAirDate","2-gram"
