"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1362","verb","publish","publishes","published","published","in","IntransitivePPFrame","domain","range","1","dbo:headquarter","dbo:Organisation","dbo:PopulatedPlace","""0.65677243896333""","dbo:headquarter","""""""1-gram"""""""
"lexicalEntry-1363","verb","publish","publishes","published","published","in","IntransitivePPFrame","range","domain","1","dbo:headquarter","dbo:Organisation","dbo:PopulatedPlace","""0.65677243896333""","dbo:headquarter","""""""1-gram"""""""
