"lemon","partOfSpeech","writtenFormInfinitive/2ndPerson","writtenForm3rdPerson","writtenFormPast","writtenFormPerfect","preposition","SyntacticFrame","subject","prepositionalAdjuct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-1235","verb","publish","publishes","published","published","in","IntransitivePPFrame","domain","range","1","dbo:designer","dbo:Building","dbo:Person","""0.606377728612255""","dbo:designer","""""""1-gram"""""""
"lexicalEntry-1236","verb","publish","publishes","published","published","in","IntransitivePPFrame","range","domain","1","dbo:designer","dbo:Building","dbo:Person","""0.606377728612255""","dbo:designer","""""""1-gram"""""""
