"dbo:HorseTrainer","http://dbpedia.org/ontology/HorseTrainer"
"dbo:Swimmer","http://dbpedia.org/ontology/Swimmer"
"dbo:TimePeriod","http://dbpedia.org/ontology/TimePeriod"
"dbo:LatterDaySaint","wd:Q2566598"
"dbo:Ambassador","wd:Q121998"
"res:United_States","res:United_States"
"dbo:MemberOfParliament","wd:Q19088"
"dbo:BeachVolleyballPlayer","wd:Q15117302"
"dbo:Album","wd:Q2188189"
"dbo:CareerStation","http://dbpedia.org/ontology/CareerStation"
"dbo:Sport","http://dbpedia.org/ontology/Sport"
"dbo:SpeedwayTeam","wd:Q12973014"
"dbo:Skyscraper","wd:Q41176"
"dbo:Identifier","wd:Q14296"
"dbo:Event","wd:Q500834"
"yago:WikicatDaughtersOfBritishEarls","yago:WikicatDaughtersOfBritishEarls"
"dbo:TelevisionSeason","wd:Q386724"
"dbo:OlympicResult","http://dbpedia.org/ontology/OlympicResult"
"dbo:Guitarist","wd:Q19088"
"dbo:ComicsCharacter","wd:Q24229398"
"dbo:Animal","wd:Q19088"
"dbo:Project","wd:Q1298668"
"dbo:Country","http://dbpedia.org/ontology/Country"
"dbo:Youtuber","wd:Q19088"
"dbo:Writer","wd:Q19088"
"dbo:Cartoon","wd:Q1107"
"dbo:RadioStation","wd:Q15265344"
"dct:subject","dct:subject"
"dbo:Noble","wd:Q19088"
"res:Russia","res:Russia"
"dbo:MilitaryService","http://dbpedia.org/ontology/MilitaryService"
"dbo:CombinationDrug","wd:Q8386"
"dbo:OlympicEvent","wd:Q1656682"
"dbo:BaseballPlayer","wd:Q19088"
"dbo:Enzyme","wd:Q8047"
"dbo:HorseRace","http://dbpedia.org/ontology/HorseRace"
"dbo:ResearchProject","wd:Q1298668"
"dbo:OfficeHolder","wd:Q19088"
"dbo:GivenName","wd:Q202444"
"dbo:BaseballSeason","http://dbpedia.org/ontology/BaseballSeason"
"dbo:HumanGeneLocation","http://dbpedia.org/ontology/HumanGeneLocation"
"dbo:Cave","wd:Q35509"
"dbo:Broadcaster","wd:Q15265344"
"dbo:Baronet","wd:Q19088"
"dbo:Restaurant","wd:Q11707"
"dbo:ScreenWriter","wd:Q28389"
"dbo:WineRegion","http://dbpedia.org/ontology/WineRegion"
"dbo:MilitaryPerson","wd:Q19088"
"dbo:ChessPlayer","wd:Q19088"
"dbo:Cheese","http://dbpedia.org/ontology/Cheese"
"dbo:RadioHost","wd:Q13590141"
"dbo:AmericanLeader","wd:Q19088"
"dbo:Eukaryote","wd:Q19088"
"dbo:Moss","http://dbpedia.org/ontology/Moss"
"dbo:SkiArea","http://dbpedia.org/ontology/SkiArea"
"dbo:SportsSeason","http://dbpedia.org/ontology/SportsSeason"
"property","property"
"dbo:CurlingLeague","wd:Q24229398"
"res:Poet","res:Poet"
"owl:Thing","owl:Thing"
"dbo:SnookerChamp","wd:Q19088"
"dbo:Surname","wd:Q82799"
"dbo:Single","wd:Q2188189"
"dbo:Holiday","wd:Q1445650"
"dbo:Asteroid","wd:Q3863"
"dbo:RaceTrack","wd:Q1777138"
"dbo:Device","http://dbpedia.org/ontology/Device"
"dbo:Priest","wd:Q42603"
"dbo:EthnicGroup","http://dbpedia.org/ontology/EthnicGroup"
"dbo:Organisation/dbo:Royalty","http://dbpedia.org/ontology/Organisation/http://dbpedia.org/ontology/Royalty"
"dbo:Cricketer","wd:Q19088"
"dbo:Legislature/dbo:Place","http://dbpedia.org/ontology/Legislature/http://dbpedia.org/ontology/Place"
"dbo:CanadianFootballLeague","wd:Q24229398"
"dbo:AnatomicalStructure","wd:Q4936952"
"dbo:AmateurBoxer","wd:Q19088"
"dbo:SportsTeamMember","wd:Q19088"
"res:Surfer","res:Surfer"
"dbo:Spy","wd:Q19088"
"dbo:Painter","wd:Q1028181"
"yago:WikicatStatesOfTheUnitedStates","yago:WikicatStatesOfTheUnitedStates"
"dbo:AustralianFootballLeague","wd:Q24229398"
"dbo:Rocket","wd:Q41291"
"dbo:Economist","wd:Q19088"
"dbo:Drug","wd:Q8386"
"dbo:Prison","wd:Q41176"
"xsd:date","xsd:date"
"dbo:SpaceShuttle","http://dbpedia.org/ontology/SpaceShuttle"
"dbo:Sailor","wd:Q19088"
"dbo:HockeyTeam","http://dbpedia.org/ontology/HockeyTeam"
"dbo:ArtistDiscography","wd:Q2188189"
"dbo:CelestialBody","wd:Q634"
"dct:subject ","dct:subject "
"dbo:BeautyQueen","wd:Q19088"
"dbo:Curler","wd:Q19088"
"dbo:ChemicalCompound","http://dbpedia.org/ontology/ChemicalCompound"
"dbo:SportsTeamSeason","http://dbpedia.org/ontology/SportsTeamSeason"
"dbo:Fern","http://dbpedia.org/ontology/Fern"
"dbo:Pharaoh","wd:Q19088"
"dbo:AnimangaCharacter","wd:Q24229398"
"dbc:Prohibition-era_gangsters","dbc:Prohibition-era_gangsters"
"dbo:Type","http://dbpedia.org/ontology/Type"
"dbo:Embryology","http://dbpedia.org/ontology/Embryology"
"dbo:College","wd:Q2385804"
"dbo:CanadianFootballPlayer","http://dbpedia.org/ontology/CanadianFootballPlayer"
"dbo:Document","wd:Q386724"
"dbo:Cyclist","wd:Q19088"
"dbo:Sound","wd:Q386724"
"dbo:Settlement","wd:Q3957"
"dbo:Continent","http://dbpedia.org/ontology/Continent"
"dbo:Airline","wd:Q46970"
"dbo:Hotel","wd:Q27686"
"dbo:Motorcycle","wd:Q34493"
"dbo:EducationalInstitution","wd:Q2385804"
"yago:WikicatFrisianIslands","yago:WikicatFrisianIslands"
"dbo:MonoclonalAntibody","wd:Q8386"
"dbo:Religious","wd:Q2566598"
"dbo:SpaceMission","wd:Q2133344"
"dbo:Reptile","http://dbpedia.org/ontology/Reptile"
"dbo: Museum","http://dbpedia.org/ontology/Museum"
"xsd:String","xsd:String"
"dbo:Work","http://dbpedia.org/ontology/Work"
"dbo:CollegeCoach","wd:Q3665646"
"dbo:Rebbe","wd:Q2566598"
"dbo:Genre","wd:Q188451"
"dbo:Database","wd:Q386724"
"dbo:Archbishop","wd:Q19088"
"dbo:VideogamesLeague","wd:Q24229398"
"dbo:Place","wd:Q3957"
"dbo:Gene","wd:Q7187"
"dbo:Brewery","wd:Q4830453"
"res:Nonprofit_organization","res:Nonprofit_organization"
"dbo:MixedMartialArtsEvent","wd:Q1656682"
"dbo:Company","http://dbpedia.org/ontology/Company"
"dbo:Senator","wd:Q19088"
"dbo:Sales","wd:Q1914636"
"dbc:Chemical_elements","dbc:Chemical_elements"
"dbo:PoloLeague","wd:Q24229398"
"dbo:RugbyPlayer","wd:Q13415036"
"dbo:Museum","http://dbpedia.org/ontology/Museum"
"dbo:Pretender","wd:Q19088"
"dbo:Airport","wd:Q1248784"
"dbo:BodyOfWater","http://dbpedia.org/ontology/BodyOfWater"
"dbo:Play","wd:Q25379"
"dbo:Region","wd:Q3455524"
"dbo:ReligiousBuilding","wd:Q1370598"
"dbo:AmericanFootballLeague","wd:Q24229398"
"dbo:Activity","wd:Q1914636"
"dbo:Case","wd:Q2334719"
"dbo:ClubMoss","http://dbpedia.org/ontology/ClubMoss"
"dbo:SportsClub","wd:Q476028"
"dbo:WaterRide","wd:Q2870166"
"dbo:Province","http://dbpedia.org/ontology/Province"
"dbo:Actor","wd:Q488111"
"dbo:TelevisionStation","http://dbpedia.org/ontology/TelevisionStation"
"dbo:Road","wd:Q34442"
"dbo:PowerStation","wd:Q159719"
"dbo:Musical","wd:Q2188189"
"dbo:Software","wd:Q7397"
"dbo:VideoGame","wd:Q7397"
"dbo:LegalCase","wd:Q2334719"
"dbo:BasketballLeague","http://dbpedia.org/ontology/BasketballLeague"
"dbo:NaturalEvent","wd:Q1656682"
"dbo:Race","wd:Q1656682"
"dbo:HistoricBuilding","wd:Q41176"
"dbo:Weapon","http://dbpedia.org/ontology/Weapon"
"dbo:FashionDesigner","wd:Q3501317"
"dbo:ChristianPatriarch","wd:Q19088"
"dbo:Organisation","wd:Q476028"
"dbc:States_of_the_United_States","dbc:States_of_the_United_States"
"dbo:SportsManager","wd:Q19088"
"dbo:Politician","wd:Q19088"
"dbo:Bone","wd:Q265868"
"dbo:Loyalty","http://dbpedia.org/ontology/Loyalty"
"dbo:Book","wd:Q7397"
"dbo:RacingDriver","http://dbpedia.org/ontology/RacingDriver"
"xsd:double","xsd:double"
"dbo:Website","wd:Q386724"
"dbo:Person/xsd:string","http://dbpedia.org/ontology/Person/xsd:string"
"dbo:Poem","http://dbpedia.org/ontology/Poem"
"dbo:State","http://dbpedia.org/ontology/State"
"dbo:Fashion","http://dbpedia.org/ontology/Fashion"
"dbo:JewishLeader","wd:Q2566598"
"dbo:SoccerManager","wd:Q19088"
"dbo:FilmFestival","wd:Q220505"
"dbo:Poet","wd:Q19088"
"dbo:AmericanFootballPlayer","wd:Q19088"
"dbo:Planet","wd:Q634"
"dbo:Comedian","wd:Q19088"
"dbo:Species","wd:Q19088"
"dbo:country","http://dbpedia.org/ontology/country"
"dbo:RugbyLeague","wd:Q24229398"
"dbo:Grape","wd:Q15416"
"dbo:RoadJunction","http://dbpedia.org/ontology/RoadJunction"
"dbo:Convention","wd:Q1656682"
"dbo:FormerMunicipality","wd:Q19730508"
"dbo:MotorcycleRider","wd:Q19088"
"dbo:Astronaut","wd:Q19088"
"dbo:Hospital","http://dbpedia.org/ontology/Hospital"
"dbo:Volcano","wd:Q8072"
"dbo:MythologicalFigure","wd:Q15410431"
"dbo:FigureSkater","wd:Q13219587"
"dbo:SnookerPlayer","wd:Q19088"
"dbo:MusicalArtist","http://dbpedia.org/ontology/MusicalArtist"
"dbo:VoiceActor","wd:Q19088"
"dbo:profession","http://dbpedia.org/ontology/profession"
"dbo:Company/dbo:Publisher","http://dbpedia.org/ontology/Company/http://dbpedia.org/ontology/Publisher"
"dbo:ComedyGroup","wd:Q24229398"
"dbo:MilitaryConflict","wd:Q1656682"
"rdf:type ","rdf:type "
"dbo:NationalFootballLeagueEvent","wd:Q1656682"
"dbo:GolfTournament","http://dbpedia.org/ontology/GolfTournament"
"dbo:Philosopher","wd:Q4964182"
"dbo:TopicalConcept","http://dbpedia.org/ontology/TopicalConcept"
"dbo:Bacteria","http://dbpedia.org/ontology/Bacteria"
"dbo:RailwayTunnel","wd:Q1311958"
"dbo:Skier","wd:Q4270517"
"dbo:AustralianFootballTeam","wd:Q12973014"
"dbo:MusicFestival","wd:Q868557"
"dbo:NascarDriver","wd:Q19088"
"dbo:Criminal","wd:Q2159907"
"dbo:NaturalPlace","http://dbpedia.org/ontology/NaturalPlace"
"dbo:Pandemic","http://dbpedia.org/ontology/Pandemic"
"dbo:CricketGround","http://dbpedia.org/ontology/CricketGround"
"res:Rapid_transit","res:Rapid_transit"
"dbo:PoliticalFunction","http://dbpedia.org/ontology/PoliticalFunction"
"dbo:RouteOfTransportation","wd:Q34442"
"dbo:Journalist","wd:Q1930187"
"dbo:Governor","wd:Q132050"
"dbo:Train","wd:Q870"
"dbo:Municipality","wd:Q19730508"
"dbo:Nerve","wd:Q9620"
"dbo:TelevisionHost","wd:Q13590141"
"dbo:WrestlingEvent","http://dbpedia.org/ontology/WrestlingEvent"
"dbo:Year","wd:Q577"
"dbo:Garden","wd:Q1107656"
"dbo:TennisPlayer","wd:Q10833314"
"dbo:FloweringPlant","wd:Q756"
"dbo:occupation","http://dbpedia.org/ontology/occupation"
"dbo:Stream","wd:Q47521"
"dbo:ChristianBishop","wd:Q19088"
"dbo:Academic","wd:Q19088"
"dbo:Architect","http://dbpedia.org/ontology/Architect"
"dbo:GolfLeague","wd:Q24229398"
"dbo:ArchitecturalStructure","wd:Q41176"
"dbo:MeanOfTransportation","wd:Q11446"
"dbo:AmericanFootballTeam","wd:Q12973014"
"dbo:Food","http://dbpedia.org/ontology/Food"
"dbo:NationalFootballLeagueSeason","http://dbpedia.org/ontology/NationalFootballLeagueSeason"
"yago:WikicatMonarchsOfTheUnitedKingdom","yago:WikicatMonarchsOfTheUnitedKingdom"
"dbo:SportsLeague","wd:Q24229398"
"dbo:Vein","wd:Q9609"
"dbo:CyclingRace","wd:Q15091377"
"dbo:HandballLeague","wd:Q24229398"
"yago:WikicatJapaneseMusicalInstruments","yago:WikicatJapaneseMusicalInstruments"
"res:Jewish","res:Jewish"
"dbo:InlineHockeyLeague","wd:Q24229398"
"dbo:VolleyballPlayer","wd:Q15117302"
"dbo:PoliticalParty","wd:Q7278"
"dbo:River","wd:Q47521"
"res:Skateboarder","res:Skateboarder"
"dbo:Building","wd:Q41176"
"dbo:Pope","wd:Q19088"
"dbc:Critically_endangered_animals","dbc:Critically_endangered_animals"
"dbo:City/dbo:Town","http://dbpedia.org/ontology/City/http://dbpedia.org/ontology/Town"
"dbo:GolfCourse","wd:Q1048525"
"dbo:University","http://dbpedia.org/ontology/University"
"dbo:Beer","http://dbpedia.org/ontology/Beer"
"res:Chemist","res:Chemist"
"dbo:TennisTournament","wd:Q500834"
"dbo:Artwork","wd:Q386724"
"dbo:SoccerClub","wd:Q476028"
"dbo:MotorsportSeason","http://dbpedia.org/ontology/MotorsportSeason"
"dbo:Newspaper","wd:Q11032"
"dbo:DartsPlayer","wd:Q19088"
"dbo:Royalty","wd:Q19088"
"dbo:Muscle","wd:Q4936952"
"dbo:MilitaryUnit","http://dbpedia.org/ontology/MilitaryUnit"
"dbo:BaseballLeague","http://dbpedia.org/ontology/BaseballLeague"
"dbc:Presidents_of_the_United_States","dbc:Presidents_of_the_United_States"
"dbo:MountainRange","wd:Q8502"
"dbo:EurovisionSongContestEntry","http://dbpedia.org/ontology/EurovisionSongContestEntry"
"dbo:Anime","wd:Q1107"
"dbo:Magazine","wd:Q386724"
"dbo:BasketballTeam","wd:Q12973014"
"dbo:SportCompetitionResult","http://dbpedia.org/ontology/SportCompetitionResult"
"dbo:Mineral","wd:Q7946"
"dbo:Deity","wd:Q24229398"
"dbo:Lighthouse","wd:Q12518"
"dbo:Author","http://dbpedia.org/ontology/Author"
"dbo:SupremeCourtOfTheUnitedStatesCase","wd:Q2334719"
"dbo:Language","wd:Q315"
"dbo:RollerCoaster","http://dbpedia.org/ontology/RollerCoaster"
"res:Oceanography","res:Oceanography"
"dbo:Island","wd:Q23442"
"dbo:ClericalAdministrativeRegion","wd:Q3455524"
"dbo:Arachnid","wd:Q19088"
"dbo:WomensTennisAssociationTournament","http://dbpedia.org/ontology/WomensTennisAssociationTournament"
"dbo:HumanGene","wd:Q7187"
"dbo:Chef","wd:Q19088"
"dbo:TopLevelDomain","wd:Q14296"
"dbo:VolleyballCoach","wd:Q19088"
"dbo:Satellite","http://dbpedia.org/ontology/Satellite"
"dbo:RadioProgram","http://dbpedia.org/ontology/RadioProgram"
"dbo:ComicsCreator","wd:Q19088"
"dbo:Park","http://dbpedia.org/ontology/Park"
"dbo:Coach","wd:Q19088"
"dbo:Game","wd:Q1914636"
"dbo:MedicalSpecialty","wd:Q930752"
"dbo:NetballPlayer","wd:Q19088"
"dbo:VolleyballLeague","wd:Q24229398"
"dbo:Mayor","wd:Q30185"
"dbo:CricketTeam","wd:Q12973014"
"dbo:Tenure","http://dbpedia.org/ontology/Tenure"
"dbo:Election","wd:Q40231"
"dbo:OrganisationMember","wd:Q19088"
"res:Gangster","res:Gangster"
"dbo:Cinema","wd:Q41176"
"dbo:MixedMartialArtsLeague","wd:Q24229398"
"dbo:UnitOfWork","wd:Q2334719"
"dbo:LaunchPad","wd:Q1353183"
"dbo:Glacier","wd:Q35666"
"dbo:CultivatedVariety","wd:Q756"
"dbo:Lake","http://dbpedia.org/ontology/Lake"
"dbo:Village","wd:Q486972"
"dbo:MusicalWork","wd:Q2188189"
"dbo:Instrumentalist","wd:Q19088"
"dbo:FootballMatch","wd:Q1656682"
"dbo:Plant","http://dbpedia.org/ontology/Plant"
"dbo:Film","wd:Q386724"
"dbo:Boxer","wd:Q19088"
"dbo:CyclingTeam","wd:Q12973014"
"dbo:Photographer","wd:Q33231"
"dbo:RoadTunnel","wd:Q2354973"
"dbo:Artery","wd:Q4936952"
"dbo:HandballTeam","wd:Q10517054"
"dbo:AdultActor","wd:Q488111"
"dbo:SpeedwayRider","wd:Q19088"
"dbo:IceHockeyPlayer","wd:Q11774891"
"dbo:Novel","wd:Q8261"
"dbo:BiologicalDatabase","http://dbpedia.org/ontology/BiologicalDatabase"
"dbo:TableTennisPlayer","wd:Q13382519"
"dbo:WorldHeritageSite","http://dbpedia.org/ontology/WorldHeritageSite"
"xsd:integer","xsd:integer"
"rdf:type","rdf:type"
"dbo:GovernmentAgency","wd:Q327333"
"dbo:BroadcastNetwork","wd:Q15265344"
"dbo:ProgrammingLanguage","http://dbpedia.org/ontology/ProgrammingLanguage"
"dbo:CreativeWork","http://dbpedia.org/ontology/CreativeWork"
"dbo:WinterSportPlayer","wd:Q19088"
"dbo:Bodybuilder","wd:Q19088"
"dbo:CricketLeague","wd:Q24229398"
"dbo:Infrastructure","wd:Q34442"
"dbo:SoapCharacter","wd:Q24229398"
"dbo:GridironFootballPlayer","wd:Q19088"
"dbo:ProtectedArea","http://dbpedia.org/ontology/ProtectedArea"
"res:Soviet_Union","res:Soviet_Union"
"dbo:Dam","wd:Q12323"
"dbo:PokerPlayer","wd:Q19088"
"range","range"
"dbo:WrittenWork","wd:Q386724"
"dbo:Canal","wd:Q47521"
"dbo:ClassicalMusicArtist","wd:Q19088"
"dbo:PoliceOfficer","wd:Q19088"
"dbo:Horse","wd:Q7377"
"dbo:LacrossePlayer","wd:Q19088"
"dbo:Stadium","wd:Q41176"
"dbo:Bridge","wd:Q12280"
"dbo:building","http://dbpedia.org/ontology/building"
"dbo:Cardinal","http://dbpedia.org/ontology/Cardinal"
"dbo:MilitaryStructure","http://dbpedia.org/ontology/MilitaryStructure"
"dbo:ConcentrationCamp","http://dbpedia.org/ontology/ConcentrationCamp"
"dbo:Tournament","wd:Q500834"
"dbo:BritishRoyalty","wd:Q19088"
"dbo:City","http://dbpedia.org/ontology/City"
"dbo:GolfPlayer","wd:Q19088"
"dbo:SolarEclipse","wd:Q3887"
"dbo:PersonFunction","http://dbpedia.org/ontology/PersonFunction"
"dbo:Lymph","wd:Q4936952"
"dbo:SportFacility","wd:Q1048525"
"dbo:Crater","http://dbpedia.org/ontology/Crater"
"dbo:Tower","wd:Q12518"
"dbo:Monarch","http://dbpedia.org/ontology/Monarch"
"dbo:ShoppingMall","wd:Q41176"
"dbo:NationalCollegiateAthleticAssociationAthlete","wd:Q19088"
"dbo:Galaxy","wd:Q318"
"dbo:SquashPlayer","wd:Q19088"
"dbo:Archaea","http://dbpedia.org/ontology/Archaea"
"dbo:SoccerPlayer","wd:Q19088"
"dbo:Ginkgo","wd:Q756"
"dbo:Song","wd:Q2188189"
"dbo:FormulaOneTeam","http://dbpedia.org/ontology/FormulaOneTeam"
"dbo:BadmintonPlayer","wd:Q19088"
"dbo:Colour","http://dbpedia.org/ontology/Colour"
"dbo:Sea","http://dbpedia.org/ontology/Sea"
"dbo:School","wd:Q2385804"
"dbo:ComicStrip","http://dbpedia.org/ontology/ComicStrip"
"dbo:SportsEvent","wd:Q500834"
"dbo:HorseRider","http://dbpedia.org/ontology/HorseRider"
"dbo:PublicTransitSystem","wd:Q46970"
"dbo:Canoeist","wd:Q19088"
"dbo:occupation ","http://dbpedia.org/ontology/occupation"
"dbo:GaelicGamesPlayer","wd:Q19088"
"dbo:PeriodicalLiterature","wd:Q386724"
"dbo:ChemicalSubstance","wd:Q8386"
"dbo:Gnetophytes","http://dbpedia.org/ontology/Gnetophytes"
"dbo:Color","http://dbpedia.org/ontology/Color"
"resource","resource"
"dbo:AcademicJournal","wd:Q386724"
"dbo:Locomotive","wd:Q93301"
"dbo:Currency","http://dbpedia.org/ontology/Currency"
"xsd:gYear","xsd:gYear"
"dbo:Mollusca","http://dbpedia.org/ontology/Mollusca"
"dbo:ClassicalMusicComposition","http://dbpedia.org/ontology/ClassicalMusicComposition"
"dbo:IceHockeyLeague","wd:Q24229398"
"dbo:TennisLeague","wd:Q24229398"
"dbo:LacrosseLeague","wd:Q24229398"
"dbo:Olympics","wd:Q1656682"
"dbo:HistoricalEvent","wd:Q1656682"
"dbo:InformationAppliance","wd:Q1067263"
"dbo:Outbreak","wd:Q495513"
"dbo:BusCompany","wd:Q4830453"
"dbo:Chancellor","wd:Q373085"
"dbo:FormulaOneRacer","wd:Q19088"
"dbo:MotorsportRacer","wd:Q19088"
"dbo:Saint","wd:Q19088"
"dbo:Cycad","http://dbpedia.org/ontology/Cycad"
"dbo:RailwayStation","wd:Q719456"
"dbo:Aircraft","http://dbpedia.org/ontology/Aircraft"
"dbo:AdministrativeRegion","wd:Q3455524"
"dbo:HollywoodCartoon","wd:Q386724"
"dbo:MotorcycleRacingLeague","wd:Q24229398"
"dbo:ArtificialSatellite","http://dbpedia.org/ontology/ArtificialSatellite"
"dbo:SocietalEvent","wd:Q500834"
"dbo:Bay","http://dbpedia.org/ontology/Bay"
"dbo:Bird","http://dbpedia.org/ontology/Bird"
"dbo:Jockey","wd:Q19088"
"dbo:Pilot","wd:Q19088"
"dbo:Tunnel","wd:Q44377"
"dbo:Autobiography","http://dbpedia.org/ontology/Autobiography"
"dbo:Engine","http://dbpedia.org/ontology/Engine"
"dbo:Venue","wd:Q41176"
"dbo:GrandPrix","http://dbpedia.org/ontology/GrandPrix"
"dbo:Skater","wd:Q19088"
"dbc:Castles_in_the_United_States","dbc:Castles_in_the_United_States"
"dbo:TradeUnion","wd:Q178790"
"dbo:Publisher","wd:Q4830453"
"dbo:AutomobileEngine","http://dbpedia.org/ontology/AutomobileEngine"
"dbo:Judge","wd:Q19088"
"xsd:positiveInteger","xsd:positiveInteger"
"dbo:AmusementParkAttraction","wd:Q2870166"
"dbo:MouseGene","http://dbpedia.org/ontology/MouseGene"
"dbc:Countries_in_Europe","dbc:Countries_in_Europe"
"dbo:RugbyClub","wd:Q24229398"
"dbo:Mammal","http://dbpedia.org/ontology/Mammal"
"dbo:Racecourse","wd:Q1777138"
"dbo:SportsTeam","wd:Q476028"
"xsd:string","xsd:string"
"dbo:PlayboyPlaymate","wd:Q19088"
"dbo:SnookerWorldRanking","http://dbpedia.org/ontology/SnookerWorldRanking"
